row_label_raw,row_label_full,23.5. Chênh lệch đánh giá lại tài sản,31/12/2019,01/01/2019,numeric__31/12/2019,numeric__01/01/2019
Chênh lệch đánh giá lại tài sản do cổ phần hóa,Chênh lệch đánh giá lại tài sản do cổ phần hóa,Chênh lệch đánh giá lại tài sản do cổ phần hóa,(1.598.154.951.677),(1.621.201.388.004),-1598154951677.0,-1621201388004.0
Cộng,Cộng,Cộng,(1.598.154.951.677),(1.621.201.388.004),-1598154951677.0,-1621201388004.0
