row_label_raw,row_label_full,07. Tài sản thiếu chờ xử lý,31/12/2019 > Số lượng,31/12/2019 > Giá trị,01/01/2019 > Số lượng,01/01/2019 > Giá trị,numeric__31/12/2019 > Số lượng,numeric__31/12/2019 > Giá trị,numeric__01/01/2019 > Số lượng,numeric__01/01/2019 > Giá trị
- Tiền,- Tiền,- Tiền,,6.267.911.868,,6.366.006.392,,6267911868.0,,6366006392.0
"- Hàng tồn kho, gửi bán","- Hàng tồn kho, gửi bán","- Hàng tồn kho, gửi bán",,971.194.967,,991.658.889,,971194967.0,,991658889.0
- Tài sản cố định,- Tài sản cố định,- Tài sản cố định,,240.597.450,,240.597.450,,240597450.0,,240597450.0
- Tài sản khác,- Tài sản khác,- Tài sản khác,,13.144.970.417,,13.743.156.962,,13144970417.0,,13743156962.0
Cộng,Cộng,Cộng,,20.624.674.702,,21.341.419.693,,20624674702.0,,21341419693.0
