row_label_raw,row_label_full,STT,Tên công ty,Báo cáo tài chính tham gia hợp nhất,numeric__Tên công ty,numeric__Báo cáo tài chính tham gia hợp nhất
98,98,98,Công ty TNHH Phước Hòa - Đắk Lắk,Báo cáo tài chính đã được kiểm toán,,
99,99,99,Công ty CP Cao su Điện Biên - Mường Nhé,Báo cáo tài chính đã được kiểm toán,,
100,100,100,Công ty TNHH MTV Cao su Qua Van - Quảng Trị,Báo cáo tài chính chuyển đổi đã được kiểm toán,,
101,101,101,Công ty CP xuất khẩu cao su VRG Nhật Bản,Báo cáo tài chính đã được kiểm toán,,
102,102,102,Công ty Cổ phần Gỗ Lộc Ninh,Báo cáo tài chính đã được kiểm toán,,
103,103,103,Công ty TNHH Cao su và Lâm nghiệp Phước Hòa Đắk Lắk,Báo cáo tài chính đã được kiểm toán,,
104,104,104,Công ty TNHH Sản xuất Gỗ Cao su Kon Tum,Báo cáo tài chính,,
105,105,105,Công ty CP Thống Nhất,Báo cáo tài chính đã được kiểm toán,,
106,106,106,Công ty CP Đầu tư Xây dựng cao su,Báo cáo tài chính,,
107,107,107,Công ty CP Xây dựng Tư vấn đầu tư,Báo cáo tài chính đã được kiểm toán,,
108,108,108,Xí Nghiệp liên doanh Visorutex,Báo cáo tài chính đã được kiểm toán,,
109,109,109,Công ty CP ĐTXD CSHT Bình Phước,Báo cáo tài chính đã được kiểm toán,,
110,110,110,Công ty CP KD BOT Đường ĐT.741,Báo cáo tài chính đã được kiểm toán,,
111,111,111,Công ty CP Gỗ MDF VRG ĐÔNG WHA,Báo cáo tài chính đã được kiểm toán,,
112,112,112,Công ty CP ĐTPT VRG Long Thành,Báo cáo tài chính,,
113,113,113,Công ty CP Đầu tư Sài Gòn VRG,Báo cáo tài chính hợp nhất,,
114,114,114,Công ty CP Cao su TP. Hồ Chí Minh,Báo cáo tài chính đã được kiểm toán,,
115,115,115,Công ty CP Cao su Bến Thành,Báo cáo tài chính đã được kiểm toán,,
116,116,116,Công ty CP CB Gỗ Cao su Đồng Nai,Báo cáo tài chính đã được kiểm toán,,
117,117,117,Công ty CP Lộc Thịnh,Báo cáo tài chính đã được kiểm toán,,
118,118,118,Công ty CP Chỉ sợi Cao su VRG Sa do,Báo cáo tài chính,,
119,119,119,Công ty CP Chế biến Gỗ Cao su Chư Pãh,Báo cáo tài chính đã được kiểm toán,,
120,120,120,Công ty CP Phát triển Nông nghiệp Việt Mỹ Hà Tĩnh,Báo cáo tài chính,,
121,121,121,Công ty CP Khu CN Hồ Nai,Báo cáo tài chính đã được kiểm toán,,
122,122,122,Công ty TNHH Công nghiệp và Đầu tư Nam Tân Uyên,Báo cáo tài chính đã được kiểm toán,,
123,123,123,Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,Báo cáo tài chính,,
