row_label_raw,row_label_full,"07. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",Năm 2019,Tư ngày 01/06/2018đến ngày 31/12/2018,numeric__Năm 2019,numeric__Tư ngày 01/06/2018đến ngày 31/12/2018
Công ty Cổ phần Thống Nhất,Công ty Cổ phần Thống Nhất,Công ty Cổ phần Thống Nhất,30.668.634.219,8.320.808.270,30668634219.0,8320808270.0
Công ty Cổ phần Đầu tư Xây dựng Cao su,Công ty Cổ phần Đầu tư Xây dựng Cao su,Công ty Cổ phần Đầu tư Xây dựng Cao su,363.625.888,(15.450.191.099),363625888.0,-15450191099.0
Công ty Cổ phần Xây dựng & Tư vấn Đầu tư,Công ty Cổ phần Xây dựng & Tư vấn Đầu tư,Công ty Cổ phần Xây dựng & Tư vấn Đầu tư,5.626.073,1.732.423,5626073.0,1732423.0
Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,(501.433.838),(726.638.652),-501433838.0,-726638652.0
Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,26.889.896.440,4.248.663.317,26889896440.0,4248663317.0
Công ty Cổ phần Kinh doanh BOT Đường ĐT.741,Công ty Cổ phần Kinh doanh BOT Đường ĐT.741,Công ty Cổ phần Kinh doanh BOT Đường ĐT.741,18.826.414.608,0,18826414608.0,0.0
Công ty Cổ phần Gỗ MDF VRG - Dongwha,Công ty Cổ phần Gỗ MDF VRG - Dongwha,Công ty Cổ phần Gỗ MDF VRG - Dongwha,263.613.492.434,195.429.991.214,263613492434.0,195429991214.0
Công ty Đầu tư Phát triển VRG Long Thành,Công ty Đầu tư Phát triển VRG Long Thành,Công ty Đầu tư Phát triển VRG Long Thành,16.457.603.133,17.148.402.631,16457603133.0,17148402631.0
Công ty Cổ phần Đầu tư Sài Gòn VRG,Công ty Cổ phần Đầu tư Sài Gòn VRG,Công ty Cổ phần Đầu tư Sài Gòn VRG,63.347.551.474,28.685.467.966,63347551474.0,28685467966.0
Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,23.982.549,(1.026.490.364),23982549.0,-1026490364.0
Công ty Cổ phần Cao su Bến Thành,Công ty Cổ phần Cao su Bến Thành,Công ty Cổ phần Cao su Bến Thành,9.563.507.289,7.163.174.874,9563507289.0,7163174874.0
Công ty Cổ phần Xây dựng Cao su Đồng Nai,Công ty Cổ phần Xây dựng Cao su Đồng Nai,Công ty Cổ phần Xây dựng Cao su Đồng Nai,817.298.846,844.310.924,817298846.0,844310924.0
Công ty Cổ phần Lộc Thịnh,Công ty Cổ phần Lộc Thịnh,Công ty Cổ phần Lộc Thịnh,235.884.486,239.761.744,235884486.0,239761744.0
Công ty Cổ phần Phú Việt Tín,Công ty Cổ phần Phú Việt Tín,Công ty Cổ phần Phú Việt Tín,0,257.590.378,0.0,257590378.0
Công ty Cổ phần Chi sợi Cao su V.R.G SA DO,Công ty Cổ phần Chi sợi Cao su V.R.G SA DO,Công ty Cổ phần Chi sợi Cao su V.R.G SA DO,(26.236.727.203),(19.710.792.335),-26236727203.0,-19710792335.0
Công ty Cổ phần Chế biến gỗ Cao su Chư Păng,Công ty Cổ phần Chế biến gỗ Cao su Chư Păng,Công ty Cổ phần Chế biến gỗ Cao su Chư Păng,169.404.761,252.498.812,169404761.0,252498812.0
Công ty TNHH Đô thị và Công nghiệp Nam Tân Uyên,Công ty TNHH Đô thị và Công nghiệp Nam Tân Uyên,Công ty TNHH Đô thị và Công nghiệp Nam Tân Uyên,8.659.440.022,0,8659440022.0,0.0
Công ty Cổ phần Khu Công nghiệp Hồ Nai,Công ty Cổ phần Khu Công nghiệp Hồ Nai,Công ty Cổ phần Khu Công nghiệp Hồ Nai,(8.555.471),7.912.648.066,-8555471.0,7912648066.0
Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,829.842.817,0,829842817.0,0.0
,,,413.725.488.527,233.590.938.169,413725488527.0,233590938169.0
