row_label_raw,row_label_full,02.4. Đầu tư nằm giữ đến ngày đáo hạn,31/12/2019 > Giá gốc,31/12/2019 > Giá trị ghi sổ,01/01/2019 > Giá gốc,01/01/2019 > Giá trị ghi sổ,numeric__31/12/2019 > Giá gốc,numeric__31/12/2019 > Giá trị ghi sổ,numeric__01/01/2019 > Giá gốc,numeric__01/01/2019 > Giá trị ghi sổ
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,6.557.286.496.031,6.557.286.496.031,5.470.750.081.738,5.470.750.081.738,6557286496031.0,6557286496031.0,5470750081738.0,5470750081738.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,6.557.286.496.031,6.557.286.496.031,5.470.750.081.738,5.470.750.081.738,6557286496031.0,6557286496031.0,5470750081738.0,5470750081738.0
Trái phiếu,Trái phiếu,Trái phiếu,0,0,0,0,0.0,0.0,0.0,0.0
Các khoản đầu tư khác,Các khoản đầu tư khác,Các khoản đầu tư khác,0,0,0,0,0.0,0.0,0.0,0.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,570.830.546.801,570.830.546.801,849.269.753.646,849.269.753.646,570830546801.0,570830546801.0,849269753646.0,849269753646.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,532.460.546.801,532.460.546.801,830.399.753.646,830.399.753.646,532460546801.0,532460546801.0,830399753646.0,830399753646.0
Trái phiếu,Trái phiếu,Trái phiếu,38.370.000.000,38.370.000.000,18.870.000.000,18.870.000.000,38370000000.0,38370000000.0,18870000000.0,18870000000.0
