row_label_raw,row_label_full,col_0,Đầu năm,Cuối năm,numeric__Đầu năm,numeric__Cuối năm
"Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",3.451.326.651.560,3.742.515.546.115,3451326651560.0,3742515546115.0
Chỉ phí phải trả,Chỉ phí phải trả,Chỉ phí phải trả,364.264.460.846,406.631.797.156,364264460846.0,406631797156.0
Vay và nợ,Vay và nợ,Vay và nợ,13.399.449.050.914,11.862.867.208.476,13399449050914.0,11862867208476.0
Cộng,Cộng,Cộng,17.215.040.163.320,16.012.014.551.747,17215040163320.0,16012014551747.0
