row_label_raw,row_label_full,Chỉ tiêu > Số dư đầu năm trước > - Tăng trong năm trước > - Lãi/lỗ trong năm trước > - Giảm trong năm trước,Quỹđầu tư phát triển > 2.601.772.911.054 > (162.681.008.760),Quỹ khác thuộcvốn chủ sở hữu > 16.024.205.077,Nguồn vốnđầu tư XDCB > 20.013.134.323,LNST thuếchưa phân phối > 1.129.095.600.061 > 1.893.977.928.437,Lợi ích cổ đông khôngkiểm soát > 4.466.156.373.736 > 579.298:595.747,Cộng > 47.435.759.509.497 > 617.437.619.464 > 2.473.276.524.184 > (162.681.008.760),numeric__Quỹđầu tư phát triển > 2.601.772.911.054 > (162.681.008.760),numeric__Quỹ khác thuộcvốn chủ sở hữu > 16.024.205.077,numeric__Nguồn vốnđầu tư XDCB > 20.013.134.323,numeric__LNST thuếchưa phân phối > 1.129.095.600.061 > 1.893.977.928.437,numeric__Lợi ích cổ đông khôngkiểm soát > 4.466.156.373.736 > 579.298:595.747,numeric__Cộng > 47.435.759.509.497 > 617.437.619.464 > 2.473.276.524.184 > (162.681.008.760)
- Giảm khác,- Giảm khác,- Giảm khác,,(11.811.613.921),(20.013.134.323),(627.172.048.449),(421.193.691.347),(1.080.190.488.040),,-11811613921.0,-20013134323.0,-627172048449.0,-421193691347.0,-1080190488040.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,2.439.091.902.294,4.212.591.156,-,2.395.901.480.049,4.624.261.278.136,49.283.602.156.345,2439091902294.0,4212591156.0,,2395901480049.0,4624261278136.0,49283602156345.0
- Tăng trong năm,- Tăng trong năm,- Tăng trong năm,477.251.976.927,521.847.439,,-,,500.820.260.693,477251976927.0,521847439.0,,,,500820260693.0
- Lãi/lỗ trong năm,- Lãi/lỗ trong năm,- Lãi/lỗ trong năm,,,,3.250.179.658.471,583.178.153.685,3.833.357.812.156,,,,3250179658471.0,583178153685.0,3833357812156.0
- Giảm trong năm,- Giảm trong năm,- Giảm trong năm,,,,(1.413.800.308.847),(1.431.033.428.025),(3.092.574.108.067),,,,-1413800308847.0,-1431033428025.0,-3092574108067.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.916.343.879.221,4.734.438.595,-,4.232.280.829.673,3.776.406.003.796,50.525.206.121.127,2916343879221.0,4734438595.0,,4232280829673.0,3776406003796.0,50525206121127.0
