row_label_raw,row_label_full,Mã số,Chỉ tiêu,Đã trình bày trên Báo cáo tài chính hợp nhất cho kỳ kế toán từ ngày 01/6/2018 đến 31/12/2018,Trình bày lại,Chênh lệch,numeric__Chỉ tiêu,numeric__Đã trình bày trên Báo cáo tài chính hợp nhất cho kỳ kế toán từ ngày 01/6/2018 đến 31/12/2018,numeric__Trình bày lại,numeric__Chênh lệch
(1),(1),(1),(2),(3),(4),(5) = (4) - (3),-2.0,-3.0,-4.0,
I/ Băng cân đối kế toán hợp nhất,I/ Băng cân đối kế toán hợp nhất,I/ Băng cân đối kế toán hợp nhất,I/ Băng cân đối kế toán hợp nhất,I/ Băng cân đối kế toán hợp nhất,I/ Băng cân đối kế toán hợp nhất,I/ Băng cân đối kế toán hợp nhất,,,,
136,I/ Băng cân đối kế toán hợp nhất > 136,136,Phải thu ngắn hạn khác,1.334.270.887.068,1.382.325.234.868,48.054.347.800,,1334270887068.0,1382325234868.0,48054347800.0
137,I/ Băng cân đối kế toán hợp nhất > 137,137,Dự phòng phải thu ngắn hạn khó đòi,(154.140.335.614),(152.948.077.965),1.192.257.649,,-154140335614.0,-152948077965.0,1192257649.0
141,I/ Băng cân đối kế toán hợp nhất > 141,141,Hàng tồn kho,3.342.437.599.095,3.342.878.614.351,441.015.256,,3342437599095.0,3342878614351.0,441015256.0
153,I/ Băng cân đối kế toán hợp nhất > 153,153,Thuế và các khoản phải thu nhà nước,408.245.600.674,373.799.521.052,(34.446.079.622),,408245600674.0,373799521052.0,-34446079622.0
219,I/ Băng cân đối kế toán hợp nhất > 219,219,Dự phòng phải thu dài hạn khó đòi,(498.189.749.926),(494.275.023.935),3.914.725.991,,-498189749926.0,-494275023935.0,3914725991.0
221,I/ Băng cân đối kế toán hợp nhất > 221,221,Tài sản cố định hữu hình,25.301.194.222.203,25.303.929.179.638,2.734.957.435,,25301194222203.0,25303929179638.0,2734957435.0
222,I/ Băng cân đối kế toán hợp nhất > 222,222,- Nguyên giá,37.369.132.648.334,37.369.197.470.204,64.821.870,,37369132648334.0,37369197470204.0,64821870.0
223,I/ Băng cân đối kế toán hợp nhất > 223,223,- Giá trị hao mòn lũy kế (*),(12.067.938.426.131),(12.065.268.290.566),2.670.135.565,,-12067938426131.0,-12065268290566.0,2670135565.0
227,I/ Băng cân đối kế toán hợp nhất > 227,227,Tài sản cố định vô hình,124.122.280.909,124.862.191.707,739.910.798,,124122280909.0,124862191707.0,739910798.0
228,I/ Băng cân đối kế toán hợp nhất > 228,228,- Nguyên giá,180.358.708.917,180.768.708.917,410.000.000,,180358708917.0,180768708917.0,410000000.0
229,I/ Băng cân đối kế toán hợp nhất > 229,229,- Giá trị hao mòn lũy kế (*),(56.236.428.008),(55.906.517.210),329.910.798,,-56236428008.0,-55906517210.0,329910798.0
242,I/ Băng cân đối kế toán hợp nhất > 242,242,Chi phí xây dựng cơ bản dở dang,25.229.443.918.501,25.270.912.665.800,41.468.747.299,,25229443918501.0,25270912665800.0,41468747299.0
261,I/ Băng cân đối kế toán hợp nhất > 261,261,Chi phí trả trước dài hạn,2.263.378.281.231,2.264.271.526.231,893.245.000,,2263378281231.0,2264271526231.0,893245000.0
