row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2019,01/01/2019,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2019,numeric__01/01/2019
400,400,400,D. VỐN CHỦ SỐ HỮU,V.23,50.596.549.810.340,49.342.460.966.745,,,50596549810340.0,49342460966745.0
410,410,410,I. Vốn chủ sở hữu,,50.525.206.121.127,49.283.602.156.345,,,50525206121127.0,49283602156345.0
411,411,411,1. Vốn góp của chủ sở hữu,,40.000.000.000.000,40.000.000.000.000,,,40000000000000.0,40000000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,40.000.000.000.000,40.000.000.000.000,,,40000000000000.0,40000000000000.0
411b,411b,411b,- Cổ phiếu ưu đãi,,0,0,,,0.0,0.0
412,412,412,2. Thặng dư vốn cổ phần,,130.155.637.008,130.155.637.008,,,130155637008.0,130155637008.0
413,413,413,3. Quyền chọn chuyển đổi trái phiếu,,0,0,,,0.0,0.0
414,414,414,4. Vốn khác của chủ sở hữu,,10.591.031.002,10.591.031.002,,,10591031002.0,10591031002.0
415,415,415,5. Cổ phiếu quỹ,,(107.526.753.018),(107.405.977.656),,,-107526753018.0,-107405977656.0
416,416,416,6. Chênh lệch đánh giá lại tài sản,,(1.598.154.951.677),(1.621.201.388.004),,,-1598154951677.0,-1621201388004.0
417,417,417,7. Chênh lệch tỷ giá hối đoái,,1.160.376.006.527,1.407.995.602.360,,,1160376006527.0,1407995602360.0
418,418,418,8. Quỹ đầu tư phát triển,,2.916.343.879.221,2.439.091.902.294,,,2916343879221.0,2439091902294.0
419,419,419,9. Quỹ hỗ trợ sắp xếp doanh nghiệp,,0,0,,,0.0,0.0
420,420,420,10. Qũy khác thuộc vốn chủ sở hữu,,4.734.438.595,4.212.591.156,,,4734438595.0,4212591156.0
421,421,421,11. Lợi nhuận sau thuế chưa phân phối,,4.232.280.829.673,2.395.901.480.049,,,4232280829673.0,2395901480049.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,,982.101.171.202,695.545.322.217,,,982101171202.0,695545322217.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối kỳ này,,3.250.179.658.471,1.700.356.157.832,,,3250179658471.0,1700356157832.0
422,422,422,12. Nguồn vốn đầu tư xây dựng cơ bản,,0,0,,,0.0,0.0
429,429,429,13. Lợi ích cổ đông không kiểm soát,,3.776.406.003.796,4.624.261.278.136,,,3776406003796.0,4624261278136.0
430,430,430,II. Nguồn kinh phí và quỹ khác,V.24,71.343.689.213,58.858.810.400,,,71343689213.0,58858810400.0
431,431,431,1. Nguồn kinh phí,,(103.318.115.747),(119.444.815.815),,,-103318115747.0,-119444815815.0
432,432,432,2. Nguồn kinh phí đã hình thành tài sản cổ định,,174.661.804.960,178.303.626.215,,,174661804960.0,178303626215.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,78.517.039.939.639,77.373.195.939.536,,,78517039939639.0,77373195939536.0
