row_label_raw,row_label_full,01. Doanh thu bán hàng và cung cấp dịch vụ,Năm 2019,Đơn vị tính: VNDTừ ngày 01/06/2018đến ngày 31/12/2018,numeric__Năm 2019,numeric__Đơn vị tính: VNDTừ ngày 01/06/2018đến ngày 31/12/2018
- Doanh thu sản xuất và kinh doanh mù cao su,- Doanh thu sản xuất và kinh doanh mù cao su,- Doanh thu sản xuất và kinh doanh mù cao su,12.777.622.373.623,9.209.903.556.847,12777622373623.0,9209903556847.0
- Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,- Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,- Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,1.092.288.197.971,918.962.547.144,1092288197971.0,918962547144.0
- Doanh thu chế biến gỗ,- Doanh thu chế biến gỗ,- Doanh thu chế biến gỗ,3.681.408.099.020,1.997.952.985.764,3681408099020.0,1997952985764.0
- Doanh thu hợp đồng xây dựng,- Doanh thu hợp đồng xây dựng,- Doanh thu hợp đồng xây dựng,0,72.126.364,0.0,72126364.0
"- Doanh thu kinh doanh bắt động sản, cơ sở hạ tầng","- Doanh thu kinh doanh bắt động sản, cơ sở hạ tầng","- Doanh thu kinh doanh bắt động sản, cơ sở hạ tầng",1.011.322.652.407,547.161.797.606,1011322652407.0,547161797606.0
- Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng KCN,30.828.758.250,16.507.492.110,30828758250.0,16507492110.0
"- Doanh thu dịch vụ kinh doanh điện, nước","- Doanh thu dịch vụ kinh doanh điện, nước","- Doanh thu dịch vụ kinh doanh điện, nước",22.254.529.515,8.368.650.465,22254529515.0,8368650465.0
"- Doanh thu dịch vụ du lịch, nhà hàng, khách sạn","- Doanh thu dịch vụ du lịch, nhà hàng, khách sạn","- Doanh thu dịch vụ du lịch, nhà hàng, khách sạn",2.516.647.328,462.754.543,2516647328.0,462754543.0
- Doanh thu từ kinh doanh điện năng,- Doanh thu từ kinh doanh điện năng,- Doanh thu từ kinh doanh điện năng,427.633.529.167,268.671.747.780,427633529167.0,268671747780.0
- Doanh thu bán hàng hóa và cung cấp dịch vụ khác,- Doanh thu bán hàng hóa và cung cấp dịch vụ khác,- Doanh thu bán hàng hóa và cung cấp dịch vụ khác,778.696.332.917,1.121.538.059.280,778696332917.0,1121538059280.0
Cộng,Cộng,Cộng,19.824.571.120.198,14.089.601.717.903,19824571120198.0,14089601717903.0
