row_label_raw,row_label_full,19.2. Chi phí phải trả dài hạn,31/12/2019,01/01/2019,numeric__31/12/2019,numeric__01/01/2019
- Chi phí khác,- Chi phí khác,- Chi phí khác,92.968.043.049,57.734.946.254,92968043049.0,57734946254.0
Cộng,Cộng,Cộng,92.968.043.049,57.734.946.254,92968043049.0,57734946254.0
