row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
79,79,79,Công ty Cổ phần Khu công nghiệp Cao su Bình Long,"Áp 3A, xã Minh Hưng, huyện Chơn Thành, tỉnh Bình Phước","55,38%","76,53%","dụng nhà các loạiKinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê; Trồng rừng và chăm sóc rừng; Xây dựng công trình kỹ thuật dân dụng khác",,,0.5538000000000001,0.7653,
80,80,80,Công ty Cổ phần Cao su Yên Bái,"Thôn 2, xã Tân Thịnh, Thành phố Yên Bái, Tỉnh Yên Bái","99,78%","100,00%",Trồng cây cao su và sơ chế mù cao su,,,0.9978,1.0,
81,81,81,Công ty Cổ phần Cao su Dầu Tiếng Lào Cai,"Số nhà 186, đường Hoàng Liên, phường Cốc Lếu, TP. Lào Cai, tỉnh Lào Cai","87,32%","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.8732,1.0,
82,82,82,Công ty Cổ phần Cao su Krông Buk Ratanakiri,"Xã Ea Hồ, huyện Krông Buk, tỉnh Đắk Lắk","100,00%","100,00%","Đầu tư; chăm sóc, chế biến, tiêu thụ cao su; Đầu tư xây dựng cơ sở hạ tầng, xây dựng dân dụng; Mua bán xuất nhập khẩu cao su",,,1.0,1.0,
83,83,83,Công ty Cổ phần Cao su Chư Prông Stung Treng,"Xã Ia Drăng, huyện Chu Prông, tỉnh Gia Lai","99,86%","99,86%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.9986,0.9986,
84,84,84,Công ty Cổ phần Cao su Dầu Tiếng Kratie,"Số 33, Tổ 26, khu phố 2, thị trấn Dầu Tiếng, huyện Dầu Tiếng, tỉnh Bình Dương","95,00%","95,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.95,0.95,
85,85,85,Công ty Cổ phần Cao su Dầu Tiếng Campuchia,"Khu phố 2, thị trấn Dầu Tiếng, huyện Dầu Tiếng, tỉnh Bình Dương","97,97%","97,97%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.9797,0.9797,
86,86,86,Công ty Cổ phần Chế biến Gỗ Cao su Đồng Nai,"Đường số 7, KCN Long Khánh, xã Bình Lộc, thị xã Long khách, tỉnh Đồng Nai","69,00%","69,00%","Sản xuất gỗ dán, gỗ larg, ván ép và ván mỏng khác; Khai thác gỗ; Cưa, xẻ, bào gỗ và bảo quản gỗ; Sản xuất giường, tủ, bàn, ghế",,,0.69,0.69,
87,87,87,Công ty TNHH MTV Địa ốc Cao su Đồng Nai,"Áp Trung Tâm, xã Xuân Lập, thị xã Long khách, tỉnh Đồng Nai","100,00%","100,00%","Kinh doanh bất động sản; Đầu tư hạ tầng khu công nghiệp, khu dân cư, khu thương mại dịch vụ, khu nghi dưỡng",,,1.0,1.0,
88,88,88,Công ty TNHH Phát triển Cao su C.R.C.K,"Xã Don Cam Pech, huyện San Dan, Tỉnh Kampong Thom, Vương quốc Campuchia","100,00%","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
89,89,89,Công ty Cổ phần Khu công nghiệp Tân Bình,"Xã Tân Bình, huyện Bắc Tân Uyên, tỉnh Bình Dương","59,64%","95,00%","Đầu tư xây dựng và kinh doanh kết cấu hạ tầng kỹ thuật khu công nghiệp; Kinh doanh nhà ở, cho thuê văn phòng, nhà xưởng, nhà kho, bến bãi",,,0.5964,0.95,
90,90,90,Công ty Cổ phần VRG Khải Hoàn,"Áp Cầu Sắt, xã Lai Hưng, huyện Bến Cắt, tỉnh Bình Dương","51,04%","51,04%",Sản xuất găng tay y tế các loại,,,0.5104,0.5104,
91,91,91,Công ty TNHH Cao su Bolikhamxay Hà Tĩnh,"Tỉnh Bolikhamxay, nước Cộng hòa Dân chủ Nhân dân Lào","100,00%","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
92,92,92,Công ty TNHH Phát triển Cao su Tây Ninh Siêm Riệp,"Xã Trapeang Prasat, huyện Trapeang Prasat, tỉnh Oddar Mean Cheay,","60,00%","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.6,1.0,
