row_label_raw,row_label_full,Mã số,Chỉ tiêu,Đã trình bày trên Báo cáo tài chính hợp nhất cho kỳ kế toán từ ngày 01/6/2018 đến 31/12/2018,Trình bày lại,Chênh lệch,numeric__Chỉ tiêu,numeric__Đã trình bày trên Báo cáo tài chính hợp nhất cho kỳ kế toán từ ngày 01/6/2018 đến 31/12/2018,numeric__Trình bày lại,numeric__Chênh lệch
(1),(1),(1),(2),(3),(4),(5) = (4) - (3),-2.0,-3.0,-4.0,
I/ Băng cân đối kế toán hợp nhất,I/ Băng cân đối kế toán hợp nhất,I/ Băng cân đối kế toán hợp nhất,I/ Băng cân đối kế toán hợp nhất,I/ Băng cân đối kế toán hợp nhất,I/ Băng cân đối kế toán hợp nhất,I/ Băng cân đối kế toán hợp nhất,,,,
311,I/ Băng cân đối kế toán hợp nhất > 311,311,Phải trả người bán ngắn hạn,1.072.483.605.332,1.072.134.002.815,(349.602.517),,1072483605332.0,1072134002815.0,-349602517.0
312,I/ Băng cân đối kế toán hợp nhất > 312,312,Người mua trả tiền trước ngắn hạn,652.579.749.980,646.837.363.304,(5.742.386.676),,652579749980.0,646837363304.0,-5742386676.0
313,I/ Băng cân đối kế toán hợp nhất > 313,313,Thuế và các khoản phải nộp nhà nước,624.788.927.432,805.102.397.665,180.313.470.233,,624788927432.0,805102397665.0,180313470233.0
314,I/ Băng cân đối kế toán hợp nhất > 314,314,Phải trả người lao động,1.359.200.420.799,1.358.718.091.434,(482.329.365),,1359200420799.0,1358718091434.0,-482329365.0
315,I/ Băng cân đối kế toán hợp nhất > 315,315,Chi phí phải trả ngắn hạn,306.927.154.940,306.529.514.592,(397.640.348),,306927154940.0,306529514592.0,-397640348.0
319,I/ Băng cân đối kế toán hợp nhất > 319,319,Phải trả ngắn hạn khác,1.206.220.609.098,1.323.475.268.824,117.254.659.726,,1206220609098.0,1323475268824.0,117254659726.0
322,I/ Băng cân đối kế toán hợp nhất > 322,322,Quỹ khen thưởng phúc lợi,1.229.367.556.867,1.229.606.641.104,239.084.237,,1229367556867.0,1229606641104.0,239084237.0
412,I/ Băng cân đối kế toán hợp nhất > 412,412,Thặng dư vốn cổ phần,135.742.843.450,130.155.637.008,(5.587.206.442),,135742843450.0,130155637008.0,-5587206442.0
416,I/ Băng cân đối kế toán hợp nhất > 416,416,Chênh lệch đánh giá lại tài sản,(1.489.637.647.004),(1.621.201.388.004),(131.563.741.000),,-1489637647004.0,-1621201388004.0,-131563741000.0
421,I/ Băng cân đối kế toán hợp nhất > 421,421,Lợi nhuận sau thuế chưa phân phối,2.485.789.741.772,2.395.901.480.049,(89.888.261.723),,2485789741772.0,2395901480049.0,-89888261723.0
429,I/ Băng cân đối kế toán hợp nhất > 429,429,Lợi ích cổ đông không kiểm soát,4.623.064.196.655,4.624.261.278.136,1.197.081.481,,4623064196655.0,4624261278136.0,1197081481.0
II/ Báo cáo kết quả kinh doanh hợp nhất,II/ Báo cáo kết quả kinh doanh hợp nhất,II/ Báo cáo kết quả kinh doanh hợp nhất,II/ Báo cáo kết quả kinh doanh hợp nhất,II/ Báo cáo kết quả kinh doanh hợp nhất,II/ Báo cáo kết quả kinh doanh hợp nhất,II/ Báo cáo kết quả kinh doanh hợp nhất,,,,
01,II/ Báo cáo kết quả kinh doanh hợp nhất > 01,01,Doanh thu bán hàng và cung cấp dịch vụ,14.090.385.311.860,14.089.601.717.903,(783.593.957),,14090385311860.0,14089601717903.0,-783593957.0
11,II/ Báo cáo kết quả kinh doanh hợp nhất > 11,11,Giá vốn hàng bán,10.828.996.334.725,10.819.719.226.056,(9.277.108.669),,10828996334725.0,10819719226056.0,-9277108669.0
21,II/ Báo cáo kết quả kinh doanh hợp nhất > 21,21,Doanh thu hoạt động tài chính,475.561.548.432,466.706.749.348,(8.854.799.084),,475561548432.0,466706749348.0,-8854799084.0
22,II/ Báo cáo kết quả kinh doanh hợp nhất > 22,22,Chi phí tài chính,507.157.535.829,507.092.713.959,(64.821.870),,507157535829.0,507092713959.0,-64821870.0
23,II/ Báo cáo kết quả kinh doanh hợp nhất > 23,23,- Trong đó: Chi phí lãi vay,380.378.828.037,380.314.006.167,(64.821.870),,380378828037.0,380314006167.0,-64821870.0
26,II/ Báo cáo kết quả kinh doanh hợp nhất > 26,26,Chi phí quản lý doanh nghiệp,1.452.189.474.415,1.447.400.097.210,(4.789.377.205),,1452189474415.0,1447400097210.0,-4789377205.0
31,II/ Báo cáo kết quả kinh doanh hợp nhất > 31,31,Thu nhập khác,1.716.347.772.328,1.679.209.846.669,(37.137.925.659),,1716347772328.0,1679209846669.0,-37137925659.0
32,II/ Báo cáo kết quả kinh doanh hợp nhất > 32,32,Chi phí khác,139.150.871.880,192.621.336.107,53.470.464.227,,139150871880.0,192621336107.0,53470464227.0
51,II/ Báo cáo kết quả kinh doanh hợp nhất > 51,51,Chi phí thuế TNDN hiện hành,748.458.586.298,733.993.920.047,(14.464.666.251),,748458586298.0,733993920047.0,-14464666251.0
60,II/ Báo cáo kết quả kinh doanh hợp nhất > 60,60,Lợi nhuận sau thuế của Công ty mẹ,1.966.825.818.850,1.893.977.928.437,(72.847.890.413),,1966825818850.0,1893977928437.0,-72847890413.0
60,II/ Báo cáo kết quả kinh doanh hợp nhất > 60,60,Lợi nhuận sau thuế của cổ đông không kiểm soát,578.101.514.266,579.298.595.747,1.197.081.481,,578101514266.0,579298595747.0,1197081481.0
