row_label_raw,row_label_full,63,Công ty CP Cao su Kỹ Thuật Đồng Phú,numeric__Công ty CP Cao su Kỹ Thuật Đồng Phú
64,64,64,Công ty CP Cao su Bảo Lâm,
65,65,65,Công ty CP KCN An Điền,
66,66,66,Công ty CP Thể thao Cao su Phú Riềng - Bình Phước,
67,67,67,Công ty CP Gỗ MDF VRG Kiên Giang,
68,68,68,Công ty CP ĐTXD Cao su Phú Thịnh,
69,69,69,Công ty CP Cao su Đồng Phú Đắk Nông,
70,70,70,Công ty CP CB XNK Gỗ Tây Ninh,
71,71,71,Công ty CP Cơ khí Vận tải CS Đầu Tiếng,
72,72,72,Công ty CP Phân bón TM Phú Thịnh,
73,73,73,Công ty CP Cao su Lai Châu II,
74,74,74,Công ty Cp Cao su Bà Rịa Kampongthom,
75,75,75,Công ty CP CS Chư sẽ Kampongthom,
76,76,76,Công ty CP CS Mang Yang Ratanakiri,
77,77,77,Công ty CP Phân vi sinh Quảng Trị,
78,78,78,"Công ty TNHH PT Cao, su Phước Hòa Kampongthom",
79,79,79,Công ty CP KCN Bắc Đồng Phú,
80,80,80,Công ty CP KCN Cao su Bình Long,
81,81,81,Công ty CP Cao su Yên Bái,
82,82,82,Công ty CP Cao su Dầu Tiếng Lào Cai,
83,83,83,Công ty CP Cao su KrôngBuk Ratanakiri,
84,84,84,Công ty CP CS Chư Prông Strung Cheng,
85,85,85,Công ty CP CS Dầu Tiếng Kratie,
86,86,86,Công ty CP Cao su Dầu Tiếng Campuchia,
87,87,87,Công ty CP Chế biến Gỗ Cao su Đồng Nai,
88,88,88,Công ty TNHH MTV Địa ốc Cao su Đồng Nai,
89,89,89,Công ty TNHH Phát Triển Cao Su CRCK - Chư Pãh,
90,90,90,Công ty CP KCN Tân Bình,
91,91,91,Công ty CP VRG - Khải Hoàn,
92,92,92,Công ty TNHH Cao su Hà Tĩnh - Bolikhamxai,
93,93,93,Công ty TNHH PTCS Tây Ninh - Siêm Riệp,
94,94,94,Công ty TNHH MTV VRG Oudomxay,
95,95,95,Công ty TNHH Vketi,
96,96,96,Công ty CP Cao su Dầu Tiếng Lai Châu,
97,97,97,Công ty TNHH Eahleo - BM,
