row_label_raw,row_label_full,05.1. Phải thu về cho vay ngắn hạn,31/12/2019,01/01/2019,numeric__31/12/2019,numeric__01/01/2019
Cho vay tại các công ty thành viên trong Tập đoàn,Cho vay tại các công ty thành viên trong Tập đoàn,Cho vay tại các công ty thành viên trong Tập đoàn,3.017.333.059,5.263.994.133,3017333059.0,5263994133.0
Cho vay tại văn phòng Công ty mẹ Tập đoàn,Cho vay tại văn phòng Công ty mẹ Tập đoàn,Cho vay tại văn phòng Công ty mẹ Tập đoàn,7.529.125.000,7.529.125.000,7529125000.0,7529125000.0
Cộng,Cộng,Cộng,10.546.458.059,12.793.119.133,10546458059.0,12793119133.0
05.2. Phải thu về cho vay dài hạn,05.2. Phải thu về cho vay dài hạn,05.2. Phải thu về cho vay dài hạn,31/12/2019,01/01/2019,,
Cho vay tại các công ty thành viên trong Tập đoàn,05.2. Phải thu về cho vay dài hạn > Cho vay tại các công ty thành viên trong Tập đoàn,Cho vay tại các công ty thành viên trong Tập đoàn,66.363.903.764,64.615.327.342,66363903764.0,64615327342.0
Cho vay tại Công ty Tài chính TNHH MTV Cao su Việt Nam được sáp nhập,05.2. Phải thu về cho vay dài hạn > Cho vay tại Công ty Tài chính TNHH MTV Cao su Việt Nam được sáp nhập,Cho vay tại Công ty Tài chính TNHH MTV Cao su Việt Nam được sáp nhập,914.469.416.920,959.102.026.916,914469416920.0,959102026916.0
- Cho vay theo hình thức Repo cổ phiếu,05.2. Phải thu về cho vay dài hạn > - Cho vay theo hình thức Repo cổ phiếu,- Cho vay theo hình thức Repo cổ phiếu,51.916.359.215,51.916.359.215,51916359215.0,51916359215.0
- Cho vay khách hàng,05.2. Phải thu về cho vay dài hạn > - Cho vay khách hàng,- Cho vay khách hàng,862.553.057.705,907.185.667.701,862553057705.0,907185667701.0
Cộng,05.2. Phải thu về cho vay dài hạn > Cộng,Cộng,980.833.320.684,1.023.717.354.258,980833320684.0,1023717354258.0
06.1 Phải thu ngắn hạn khác,06.1 Phải thu ngắn hạn khác,06.1 Phải thu ngắn hạn khác,31/12/2019,01/01/2019,,
- Lãi vay phải thu về cho vay,06.1 Phải thu ngắn hạn khác > - Lãi vay phải thu về cho vay,- Lãi vay phải thu về cho vay,108.047.171.001,86.243.132.504,108047171001.0,86243132504.0
- Lãi dự thu,06.1 Phải thu ngắn hạn khác > - Lãi dự thu,- Lãi dự thu,89.207.764.696,82.879.958.049,89207764696.0,82879958049.0
- Phải thu về các khoản chậm trả,06.1 Phải thu ngắn hạn khác > - Phải thu về các khoản chậm trả,- Phải thu về các khoản chậm trả,0,5.984.360.000,0.0,5984360000.0
- Tạm ứng,06.1 Phải thu ngắn hạn khác > - Tạm ứng,- Tạm ứng,104.297.101.655,92.297.707.810,104297101655.0,92297707810.0
"- Cảm cố, ký quỹ, ký cược","06.1 Phải thu ngắn hạn khác > - Cảm cố, ký quỹ, ký cược","- Cảm cố, ký quỹ, ký cược",48.540.712.626,28.646.450.186,48540712626.0,28646450186.0
- Phải thu về cổ phần hóa,06.1 Phải thu ngắn hạn khác > - Phải thu về cổ phần hóa,- Phải thu về cổ phần hóa,132.017.301.237,211.739.256.954,132017301237.0,211739256954.0
- Phải thu về cổ tức và lợi nhuận được chia,06.1 Phải thu ngắn hạn khác > - Phải thu về cổ tức và lợi nhuận được chia,- Phải thu về cổ tức và lợi nhuận được chia,22.201.970.000,8.752.000.000,22201970000.0,8752000000.0
- Phải thu người lao động,06.1 Phải thu ngắn hạn khác > - Phải thu người lao động,- Phải thu người lao động,79.196.630.427,79.444.656.808,79196630427.0,79444656808.0
- Phải thu về các khoản bảo hiểm,06.1 Phải thu ngắn hạn khác > - Phải thu về các khoản bảo hiểm,- Phải thu về các khoản bảo hiểm,11.004.173.137,18.551.847.296,11004173137.0,18551847296.0
- Phải thu về các khoản góp vốn hợp tác kinh doanh,06.1 Phải thu ngắn hạn khác > - Phải thu về các khoản góp vốn hợp tác kinh doanh,- Phải thu về các khoản góp vốn hợp tác kinh doanh,23.232.536.518,11.533.759.745,23232536518.0,11533759745.0
"- Phải thu về theo quyết định của thanh tra, kiểm toán và quyết định của cơ quan quản lý nhà nước","06.1 Phải thu ngắn hạn khác > - Phải thu về theo quyết định của thanh tra, kiểm toán và quyết định của cơ quan quản lý nhà nước","- Phải thu về theo quyết định của thanh tra, kiểm toán và quyết định của cơ quan quản lý nhà nước",0,57.214.049,0.0,57214049.0
- Phải thu ngắn hạn khác,06.1 Phải thu ngắn hạn khác > - Phải thu ngắn hạn khác,- Phải thu ngắn hạn khác,522.084.441.676,756.194.891.467,522084441676.0,756194891467.0
Cộng,06.1 Phải thu ngắn hạn khác > Cộng,Cộng,1.139.829.802.973,1.382.325.234.868,1139829802973.0,1382325234868.0
06.2 Phải thu dài hạn khác,06.2 Phải thu dài hạn khác,06.2 Phải thu dài hạn khác,31/12/2019,01/01/2019,,
- Lãi vay phải thu,06.2 Phải thu dài hạn khác > - Lãi vay phải thu,- Lãi vay phải thu,13.480.334.590,13.808.832.726,13480334590.0,13808832726.0
"- Cảm cố, ký quỹ, ký cược","06.2 Phải thu dài hạn khác > - Cảm cố, ký quỹ, ký cược","- Cảm cố, ký quỹ, ký cược",67.522.191.797,115.390.273.983,67522191797.0,115390273983.0
- Phải thu về cổ phần hóa,06.2 Phải thu dài hạn khác > - Phải thu về cổ phần hóa,- Phải thu về cổ phần hóa,0,110.421.293,0.0,110421293.0
- Phải thu người lao động,06.2 Phải thu dài hạn khác > - Phải thu người lao động,- Phải thu người lao động,566.628.077,178.628.077,566628077.0,178628077.0
- Phải thu về các khoản góp vốn hợp tác kinh doanh,06.2 Phải thu dài hạn khác > - Phải thu về các khoản góp vốn hợp tác kinh doanh,- Phải thu về các khoản góp vốn hợp tác kinh doanh,16.024.836.110,25.393.690.343,16024836110.0,25393690343.0
- Phải thu dài hạn khác,06.2 Phải thu dài hạn khác > - Phải thu dài hạn khác,- Phải thu dài hạn khác,96.050.723.912,123.480.195.456,96050723912.0,123480195456.0
Cộng,06.2 Phải thu dài hạn khác > Cộng,Cộng,193.644.714.486,278.362.041.878,193644714486.0,278362041878.0
