row_label_raw,row_label_full,25. Các khoản mục ngoài Băng Cân đối kế toán hợp nhất,31/12/2019,01/01/2019,numeric__31/12/2019,numeric__01/01/2019
a. Tài sản thuê ngoài,a. Tài sản thuê ngoài,a. Tài sản thuê ngoài,0,0,0.0,0.0
b. Tài sản nhận giữ hộ,b. Tài sản nhận giữ hộ,b. Tài sản nhận giữ hộ,207.787.896.862,392.342.765.663,207787896862.0,392342765663.0
"- Vật tư hàng hóa nhận giữ hộ, nhận gia công","- Vật tư hàng hóa nhận giữ hộ, nhận gia công","- Vật tư hàng hóa nhận giữ hộ, nhận gia công",207.787.896.862,392.342.765.663,207787896862.0,392342765663.0
"- Hàng hóa nhận bán hộ, nhận ký gửi, nhận cảm cố, thế chấp","- Hàng hóa nhận bán hộ, nhận ký gửi, nhận cảm cố, thế chấp","- Hàng hóa nhận bán hộ, nhận ký gửi, nhận cảm cố, thế chấp",0,0,0.0,0.0
c. Ngoại tệ các loại (USD),c. Ngoại tệ các loại (USD),c. Ngoại tệ các loại (USD),,,,
- Ngoại tệ USD,c. Ngoại tệ các loại (USD) > - Ngoại tệ USD,- Ngoại tệ USD,20.086.490,16.435.418,20086490.0,16435418.0
- Ngoại tệ EUR,c. Ngoại tệ các loại (USD) > - Ngoại tệ EUR,- Ngoại tệ EUR,1.397,57.033,1397.0,57033.0
- Ngoại tệ LAK,c. Ngoại tệ các loại (USD) > - Ngoại tệ LAK,- Ngoại tệ LAK,0,0,0.0,0.0
- Ngoại tệ KHR,c. Ngoại tệ các loại (USD) > - Ngoại tệ KHR,- Ngoại tệ KHR,364.162.592,0,364162592.0,0.0
- Ngoại tệ khác,c. Ngoại tệ các loại (USD) > - Ngoại tệ khác,- Ngoại tệ khác,240.261,240.249,240261.0,240249.0
d. Vàng tiền tệ,c. Ngoại tệ các loại (USD) > d. Vàng tiền tệ,d. Vàng tiền tệ,0,0,0.0,0.0
e. Nợ khó đòi đã xử lý,c. Ngoại tệ các loại (USD) > e. Nợ khó đòi đã xử lý,e. Nợ khó đòi đã xử lý,25.330.209.224,25.330.209.224,25330209224.0,25330209224.0
