row_label_raw,row_label_full,Mã số CHỈ TIÊU,Mã số CHỈ TIÊU_1,Thuyết minh,Năm 2019,Từ ngày 01/06/2018 đến ngày 31/12/2018,numeric__Mã số CHỈ TIÊU_1,numeric__Thuyết minh,numeric__Năm 2019,numeric__Từ ngày 01/06/2018 đến ngày 31/12/2018
1,1,1,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,19.824.571.120.198,14.089.601.717.903,,,19824571120198.0,14089601717903.0
2,2,2,2. Các khoản giảm trừ doanh thu,VI.02,20.576.479.295,8.875.779.861,,,20576479295.0,8875779861.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (01 - 02),VI.03,19.803.994.640.903,14.080.725.938.042,,,19803994640903.0,14080725938042.0
11,11,11,4. Giá vốn hàng bán,VI.04,15.181.007.915.080,10.819.719.226.056,,,15181007915080.0,10819719226056.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (10 - 11),,4.622.986.725.823,3.261.006.711.986,,,4622986725823.0,3261006711986.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.05,731.503.482.589,466.706.749.348,,,731503482589.0,466706749348.0
22,22,22,7. Chi phí tài chính,VI.06,791.941.121.240,507.092.713.959,,,791941121240.0,507092713959.0
23,23,23,Trong đó: Chi phí lãi vay,,661.091.404.583,380.314.006.167,,,661091404583.0,380314006167.0
24,24,24,"8. Phân lãi hoặc lỗ trong công ty liên doanh, liên kết",VI.07,413.725.488.527,233.590.938.169,,,413725488527.0,233590938169.0
25,25,25,9. Chi phí bán hàng,VI.08,428.985.755.430,326.404.985.273,,,428985755430.0,326404985273.0
26,26,26,10. Chi phí quản lý doanh nghiệp,VI.09,1.629.362.325.645,1.447.400.097.210,,,1629362325645.0,1447400097210.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh (20+21-22+24-25-26),,2.917.926.494.624,1.680.406.603.061,,,2917926494624.0,1680406603061.0
31,31,31,12. Thu nhập khác,VI.10,1.923.461.761.424,1.679.209.846.669,,,1923461761424.0,1679209846669.0
32,32,32,13. Chi phí khác,VI.11,186.076.522.849,192.621.336.107,,,186076522849.0,192621336107.0
40,40,40,14. Lợi nhuận khác (31 - 32),,1.737.385.238.575,1.486.588.510.562,,,1737385238575.0,1486588510562.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế (30+40),,4.655.311.733.199,3.166.995.113.623,,,4655311733199.0,3166995113623.0
51,51,51,16. Chi phí thuế TNDN hiện hành,VI.12,857.705.225.613,733.993.920.047,,,857705225613.0,733993920047.0
52,52,52,17. Chi phí thuế TNDN hoãn lại,VI.13,(35.751.304.570),(40.275.330.608),,,-35751304570.0,-40275330608.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp (50-51-52),,3.833.357.812.156,2.473.276.524.184,,,3833357812156.0,2473276524184.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,3.250.179.658.471,1.893.977.928.437,,,3250179658471.0,1893977928437.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,583.178.153.685,579.298.595.747,,,583178153685.0,579298595747.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,,813,473,,,813.0,473.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,,813,473,,,813.0,473.0
