row_label_raw,row_label_full,11. Chi phí khác,Năm 2019,Từ ngày 01/06/2018đến ngày 31/12/2018,numeric__Năm 2019,numeric__Từ ngày 01/06/2018đến ngày 31/12/2018
"- Thanh lý, nhượng bán TSCĐ","- Thanh lý, nhượng bán TSCĐ","- Thanh lý, nhượng bán TSCĐ",25.481.028.481,80.654.879.905,25481028481.0,80654879905.0
- Tiền bồi thường,- Tiền bồi thường,- Tiền bồi thường,649.705.500,998.994.935,649705500.0,998994935.0
"- Các khoản bị phạt, chậm nộp","- Các khoản bị phạt, chậm nộp","- Các khoản bị phạt, chậm nộp",12.722.741.582,5.476.774.704,12722741582.0,5476774704.0
"- Nhượng bán vật tư, phê liệu","- Nhượng bán vật tư, phê liệu","- Nhượng bán vật tư, phê liệu",2.104.247.452,980.973.234,2104247452.0,980973234.0
- Chi phí sửa chữa đường lô và hoàn nguyên tại vườn cây cao su,- Chi phí sửa chữa đường lô và hoàn nguyên tại vườn cây cao su,- Chi phí sửa chữa đường lô và hoàn nguyên tại vườn cây cao su,5.386.089.633,209.608.000,5386089633.0,209608000.0
- Chi phí thiệt hại từ cây cao su,- Chi phí thiệt hại từ cây cao su,- Chi phí thiệt hại từ cây cao su,10.475.041.746,1.098.751.263,10475041746.0,1098751263.0
"- Chi phí thiệt hai từ vận chuyển, chế biến mù không tính vào giá thành","- Chi phí thiệt hai từ vận chuyển, chế biến mù không tính vào giá thành","- Chi phí thiệt hai từ vận chuyển, chế biến mù không tính vào giá thành",0,428.789.968,0.0,428789968.0
- Các khoản khác,- Các khoản khác,- Các khoản khác,129.257.668.455,102.772.564.098,129257668455.0,102772564098.0
Cộng,Cộng,Cộng,186.076.522.849,192.621.336.107,186076522849.0,192621336107.0
12. Chi phí thuế thu nhập doanh nghiệp hiện hành,12. Chi phí thuế thu nhập doanh nghiệp hiện hành,12. Chi phí thuế thu nhập doanh nghiệp hiện hành,Năm 2019,Từ ngày 01/06/2018đến ngày 31/12/2018,,
- Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,12. Chi phí thuế thu nhập doanh nghiệp hiện hành > - Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,- Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,845.146.509.808,708.708.248.055,845146509808.0,708708248055.0
- Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế TN hiện hành năm nay,12. Chi phí thuế thu nhập doanh nghiệp hiện hành > - Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế TN hiện hành năm nay,- Điều chỉnh chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế TN hiện hành năm nay,12.558.715.805,25.285.671.992,12558715805.0,25285671992.0
Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,12. Chi phí thuế thu nhập doanh nghiệp hiện hành > Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,857.705.225.613,733.993.920.047,857705225613.0,733993920047.0
13. Chi phí thuế thu nhập doanh nghiệp hoãn lại:,13. Chi phí thuế thu nhập doanh nghiệp hoãn lại:,13. Chi phí thuế thu nhập doanh nghiệp hoãn lại:,Năm 2019,Từ ngày 01/06/2018đến ngày 31/12/2018,,
- Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,13. Chi phí thuế thu nhập doanh nghiệp hoãn lại: > - Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,- Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,(103.870.005.819),(99.169.052.315),-103870005819.0,-99169052315.0
- Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ việc hoàn nhập tài sản thuế thu nhập hoãn lại,13. Chi phí thuế thu nhập doanh nghiệp hoãn lại: > - Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ việc hoàn nhập tài sản thuế thu nhập hoãn lại,- Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ việc hoàn nhập tài sản thuế thu nhập hoãn lại,68.118.701.249,58.893.721.707,68118701249.0,58893721707.0
Tổng chi phí thuế thu nhập doanh nghiệp hoãn lại,13. Chi phí thuế thu nhập doanh nghiệp hoãn lại: > Tổng chi phí thuế thu nhập doanh nghiệp hoãn lại,Tổng chi phí thuế thu nhập doanh nghiệp hoãn lại,(35.751.304.570),(40.275.330.608),-35751304570.0,-40275330608.0
