row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,Triệu VND,Triệu VND,,
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,524.300.889,413.093.949,524300889.0,413093949.0
"Hoạt động làm thuê các công việc trong các hộ gia đình, sán xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sán xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sán xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",145.614.981,141.407.343,145614981.0,141407343.0
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,70.168.206,68.291.984,70168206.0,68291984.0
"Bán buồn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buồn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buồn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",101.108.960,68.168.362,101108960.0,68168362.0
Xây dựng,Xây dựng,Xây dựng,67.143.211,42.189.961,67143211.0,42189961.0
Hoạt động tài chính và bảo hiểm,Hoạt động tài chính và bảo hiểm,Hoạt động tài chính và bảo hiểm,44.812.245,30.706.538,44812245.0,30706538.0
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",20.338.452,18.627.260,20338452.0,18627260.0
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,8.562.982,9.570.183,8562982.0,9570183.0
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,25.142.909,7.705.745,25142909.0,7705745.0
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí",6.203.022,7.052.267,6203022.0,7052267.0
"Nồng nghiệp, lâm nghiệp và thuỷ sản","Nồng nghiệp, lâm nghiệp và thuỷ sản","Nồng nghiệp, lâm nghiệp và thuỷ sản",4.178.853,2.996.341,4178853.0,2996341.0
Khác,Khác,Khác,31.027.068,16.377.965,31027068.0,16377965.0
Nghiệp vụ phát hành thư tín dụng trả chậm phát sinh trước ngày 01 tháng 7 năm 2024,Nghiệp vụ phát hành thư tín dụng trả chậm phát sinh trước ngày 01 tháng 7 năm 2024,Nghiệp vụ phát hành thư tín dụng trả chậm phát sinh trước ngày 01 tháng 7 năm 2024,-,11.178.772,,11178772.0
"Bán buồn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buồn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buồn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",-,6.252.692,,6252692.0
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,-,2.860.998,,2860998.0
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",-,977.614,,977614.0
Xây dựng,Xây dựng,Xây dựng,-,414.344,,414344.0
Khác,Khác,Khác,-,673.124,,673124.0
,,,524.300.889,424.272.721,524300889.0,424272721.0
