row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,Triệu VND,Triệu VND,,
Thu nhập từ hoạt động kinh doanh ngoại hồi,Thu nhập từ hoạt động kinh doanh ngoại hồi,Thu nhập từ hoạt động kinh doanh ngoại hồi,3.250.039,2.498.339,3250039.0,2498339.0
Thu từ kinh doanh ngoại tệ giao ngay,Thu từ kinh doanh ngoại tệ giao ngay,Thu từ kinh doanh ngoại tệ giao ngay,1.891.369,1.056.852,1891369.0,1056852.0
Thu từ các công cụ tài chính phải sinh,Thu từ các công cụ tài chính phải sinh,Thu từ các công cụ tài chính phải sinh,1.349.141,1.437.137,1349141.0,1437137.0
Thu từ kinh doanh vàng,Thu từ kinh doanh vàng,Thu từ kinh doanh vàng,9.529,4.350,9529.0,4350.0
Chi phí hoạt động kinh doanh ngoại hồi,Chi phí hoạt động kinh doanh ngoại hồi,Chi phí hoạt động kinh doanh ngoại hồi,(1.894.200),(1.641.007),-1894200.0,-1641007.0
Chi về kinh doanh ngoại tệ giao ngay,Chi về kinh doanh ngoại tệ giao ngay,Chi về kinh doanh ngoại tệ giao ngay,(1.410.596),(463.140),-1410596.0,-463140.0
Chi về các công cụ tài chính phải sinh,Chi về các công cụ tài chính phải sinh,Chi về các công cụ tài chính phải sinh,(483.603),(1.176.322),-483603.0,-1176322.0
Chi về kinh doanh vàng,Chi về kinh doanh vàng,Chi về kinh doanh vàng,(1),(1.545),-1.0,-1545.0
,,,1.355.839,857.332,1355839.0,857332.0
