row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộng
,,,Trên 03 tháng,Đến 03 tháng,Đến 01 tháng,Từ 01 đến 03 tháng,Từ 03 đến 12 tháng,Từ 01 đến 05 năm,Trên 05 năm,Tổng cộng,,,,,,,,
Chỉ tiêu,Chỉ tiêu,Chỉ tiêu,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,
"Tiền mặt, vàng","Tài sản > Tiền mặt, vàng","Tiền mặt, vàng",-,-,4.126.627,-,-,-,-,4.126.627,,,4126627.0,,,,,4126627.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,59.678.820,-,-,-,-,59.678.820,,,59678820.0,,,,,59678820.0
Tiền gửi và cho vay các TCTD khác,Tài sản > Tiền gửi và cho vay các TCTD khác,Tiền gửi và cho vay các TCTD khác,-,-,147.712.673,8.600.000,31.521.384,-,-,187.834.057,,,147712673.0,8600000.0,31521384.0,,,187834057.0
Chứng khoán kinh doanh (*),Tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,-,-,490.537,-,-,490.537,,,,,490537.0,,,490537.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,145.443,206,92.155,-,-,237.804,,,145443.0,206.0,92155.0,,,237804.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),11.802.659,17.266.519,24.222.301,49.550.340,208.437.500,152.230.262,60.791.308,524.300.889,11802659.0,17266519.0,24222301.0,49550340.0,208437500.0,152230262.0,60791308.0,524300889.0
Hoạt động mua nợ (*),Tài sản > Hoạt động mua nợ (*),Hoạt động mua nợ (*),-,-,1.642.497,9.096.691,9.763.474,3.423.207,-,23.925.869,,,1642497.0,9096691.0,9763474.0,3423207.0,,23925869.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),-,-,50.020,1.000.000,18.715.462,36.647.338,20.531.827,76.944.647,,,50020.0,1000000.0,18715462.0,36647338.0,20531827.0,76944647.0
"Góp vốn, đầu tư dài hạn","Tài sản > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",-,-,-,-,-,-,1.998.430,1.998.430,,,,,,,1998430.0,1998430.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,644.207,927,24.014,419.769,750.653,1.839.570,,,644207.0,927.0,24014.0,419769.0,750653.0,1839570.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),47.781,-,18.720.622,3.780.856,11.856.467,1.042.433,3.198.869,38.647.028,47781.0,,18720622.0,3780856.0,11856467.0,1042433.0,3198869.0,38647028.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,11.850.440,17.266.519,256.943.210,72.029.020,280.900.993,193.763.009,87.271.087,920.024.278,11850440.0,17266519.0,256943210.0,72029020.0,280900993.0,193763009.0,87271087.0,920024278.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,
Các khoản nợ Chính phủ và NHNN,Nợ phải trả > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,-,-,1.984.355,9.435.002,2.989,3.626,-,11.425.972,,,1984355.0,9435002.0,2989.0,3626.0,,11425972.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,122.373.089,9.177.368,21.617.062,12.571.353,-,165.738.872,,,122373089.0,9177368.0,21617062.0,12571353.0,,165738872.0
