row_label_raw,row_label_full,col_0,Cho vay khách hàng,Cho vay khách hàng_1,Nghiệp vụ phát hành thư tín dụng trả chậm phát sinh trước ngày 01 tháng 7 năm 2024,Nghiệp vụ phát hành thư tín dụng trả chậm phát sinh trước ngày 01 tháng 7 năm 2024_1,Tổng cộng,numeric__Cho vay khách hàng,numeric__Cho vay khách hàng_1,numeric__Nghiệp vụ phát hành thư tín dụng trả chậm phát sinh trước ngày 01 tháng 7 năm 2024,numeric__Nghiệp vụ phát hành thư tín dụng trả chậm phát sinh trước ngày 01 tháng 7 năm 2024_1,numeric__Tổng cộng
,,,Dự phòng chung,Dự phòng cụ thể,Dự phòng chung,Dự phòng cụ thể,Tổng cộng,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Tại ngày 01 tháng 01 năm 2025,Tại ngày 01 tháng 01 năm 2025,Tại ngày 01 tháng 01 năm 2025,3.081.599,2.022.363,83.841,-,5.187.803,3081599.0,2022363.0,83841.0,,5187803.0
Trích lập/(Hoàn nhập) dự phòng trong năm,Trích lập/(Hoàn nhập) dự phòng trong năm,Trích lập/(Hoàn nhập) dự phòng trong năm,824.562,5.869.370,(83.841),-,6.610.091,824562.0,5869370.0,-83841.0,,6610091.0
Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,-,(5.376.218),-,-,(5.376.218),,-5376218.0,,,-5376218.0
Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,3.906.161,2.515.515,-,-,6.421.676,3906161.0,2515515.0,,,6421676.0
