row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,765.126,213.447,765126.0,213447.0
Thu nhập từ nợ đã xử lý rủi ro,Thu nhập từ nợ đã xử lý rủi ro,Thu nhập từ nợ đã xử lý rủi ro,324.953,75.012,324953.0,75012.0
Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,208.115,19.924,208115.0,19924.0
Thu lãi trả chậm từ thanh lý tài sản,Thu lãi trả chậm từ thanh lý tài sản,Thu lãi trả chậm từ thanh lý tài sản,7.116,21.519,7116.0,21519.0
Thu từ các giao dịch phải sinh hàng hóa và lãi suất,Thu từ các giao dịch phải sinh hàng hóa và lãi suất,Thu từ các giao dịch phải sinh hàng hóa và lãi suất,49.553,38.012,49553.0,38012.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,175.389,58.980,175389.0,58980.0
Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,(265.814),(158.512),-265814.0,-158512.0
Chi phí từ giao dịch phải sinh hàng hóa và lãi suất,Chi phí từ giao dịch phải sinh hàng hóa và lãi suất,Chi phí từ giao dịch phải sinh hàng hóa và lãi suất,(40.416),(27.915),-40416.0,-27915.0
Chi phí tài trợ khác,Chi phí tài trợ khác,Chi phí tài trợ khác,(99.191),(95.308),-99191.0,-95308.0
Chi phí khác,Chi phí khác,Chi phí khác,(126.207),(35.289),-126207.0,-35289.0
,,,499.312,54.935,499312.0,54935.0
