row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
1.,1.,1.,Bảo lãnh vay vốn,39,10.235,808.743,,39.0,10235.0,808743.0
2.,2.,2.,Cam kết giao dịch hồi doái,39,174.835.691,196.023.792,,39.0,174835691.0,196023792.0
,,,Cam kết mua ngoại tệ,,3.923.340,6.816.847,,,3923340.0,6816847.0
,,,Cam kết bán ngoại tệ,,2.086.845,8.977.349,,,2086845.0,8977349.0
,,,Cam kết giao dịch hoán đối,,168.825.506,180.229.596,,,168825506.0,180229596.0
3.,3.,3.,Cam kết trong nghiệp vụ L/C,39,21.895.681,46.476.948,,39.0,21895681.0,46476948.0
4.,4.,4.,Bảo lãnh khác,39,21.910.391,24.924.802,,39.0,21910391.0,24924802.0
5.,5.,5.,Các cam kết khác,39,7.326.218,10.891.982,,39.0,7326218.0,10891982.0
6.,6.,6.,Lãi cho vay và phí phải thu chưa thu được,40,1.622.405,969.215,,40.0,1622405.0,969215.0
7.,7.,7.,Nợ khó đòi đã xử lý,41,11.321.572,5.079.344,,41.0,11321572.0,5079344.0
8.,8.,8.,Tài sản và chứng tử khác,42,63.176.816,47.589.161,,42.0,63176816.0,47589161.0
,,,Tổng cộng,,302.099.009,332.763.987,,,302099009.0,332763987.0
