row_label_raw,row_label_full,col_0,Chứng khoán đầu tư sản sàng để bán,Chứng khoán đầu tư sản sàng để bán_1,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn_1,Tổng cộng,numeric__Chứng khoán đầu tư sản sàng để bán,numeric__Chứng khoán đầu tư sản sàng để bán_1,numeric__Chứng khoán đầu tư giữ đến ngày đáo hạn,numeric__Chứng khoán đầu tư giữ đến ngày đáo hạn_1,numeric__Tổng cộng
,,,Dự phòng chung,Dự phòng cụ thể,Dự phòng chung,Dự phòng cụ thể,Tổng cộng,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Tại ngày 01 tháng 01 năm 2024,Tại ngày 01 tháng 01 năm 2024,Tại ngày 01 tháng 01 năm 2024,62.662,9.000,12.610,-,84.272,62662.0,9000.0,12610.0,,84272.0
Trích lập/(hoàn nhập) dự phòng trong năm,Trích lập/(hoàn nhập) dự phòng trong năm,Trích lập/(hoàn nhập) dự phòng trong năm,(20.812),36.000,(6.610),-,8.578,-20812.0,36000.0,-6610.0,,8578.0
Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,41.850,45.000,6.000,-,92.850,41850.0,45000.0,6000.0,,92850.0
