row_label_raw,row_label_full,col_0,Số đầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số cuối năm,numeric__Số đầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số cuối năm
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,57.869,436.225,448.696,45.398,57869.0,436225.0,448696.0,45398.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,853.275,3.858.953,2.301.618,2.410.610,853275.0,3858953.0,2301618.0,2410610.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,73.126,403.242,446.959,29.409,73126.0,403242.0,446959.0,29409.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,16.327,124.604,111.562,29.369,16327.0,124604.0,111562.0,29369.0
"Các loại thuế khác, các khoản phí, lệ phí và phải nộp khác","Các loại thuế khác, các khoản phí, lệ phí và phải nộp khác","Các loại thuế khác, các khoản phí, lệ phí và phải nộp khác",8.606,10.162,18.768,-,8606.0,10162.0,18768.0,
,,,1.009.203,4.833.186,3.327.603,2.514.786,1009203.0,4833186.0,3327603.0,2514786.0
