row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay (*),Tổng tiền gửi (**),Các cam kết tín dụng,Công cụ tài chính phải sinh (Tổng giá trị hợp đồng,Kinh doanh và đầu tư chứng khoán,numeric__Tổng dư nợ cho vay (*),numeric__Tổng tiền gửi (**),numeric__Các cam kết tín dụng,numeric__Công cụ tài chính phải sinh (Tổng giá trị hợp đồng,numeric__Kinh doanh và đầu tư chứng khoán
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Trong nước,Trong nước,Trong nước,555.822.273,691.687.371,44.197.532,88.979.176,77.435.184,555822273.0,691687371.0,44197532.0,88979176.0,77435184.0
Nước ngoài,Nước ngoài,Nước ngoài,-,-,-,21.381,-,,,,21381.0,
,,,555.822.273,691.687.371,44.197.532,89.000.557,77.435.184,555822273.0,691687371.0,44197532.0,89000557.0,77435184.0
