row_label_raw,row_label_full,col_0,Cho vay khách hàng,Cho vay khách hàng_1,Nghiệp vụ phát hành thư tín dụng trả chậmphát sinh trước ngày 01 tháng 7 năm 2024,Nghiệp vụ phát hành thư tín dụng trả chậmphát sinh trước ngày 01 tháng 7 năm 2024_1,Tổng cộng,numeric__Cho vay khách hàng,numeric__Cho vay khách hàng_1,numeric__Nghiệp vụ phát hành thư tín dụng trả chậmphát sinh trước ngày 01 tháng 7 năm 2024,numeric__Nghiệp vụ phát hành thư tín dụng trả chậmphát sinh trước ngày 01 tháng 7 năm 2024_1,numeric__Tổng cộng
,,,Dự phòng chung,Dự phòng cụ thể,Dự phòng chung,Dự phòng cụ thể,Tổng cộng,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Tại ngày 01 tháng 01 năm 2024,Tại ngày 01 tháng 01 năm 2024,Tại ngày 01 tháng 01 năm 2024,2.442.759,1.090.748,-,-,3.533.507,2442759.0,1090748.0,,,3533507.0
Trích lập dự phòng trong năm,Trích lập dự phòng trong năm,Trích lập dự phòng trong năm,638.840,1.531.380,83.841,-,2.254.061,638840.0,1531380.0,83841.0,,2254061.0
Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,-,(599.765),-,-,(599.765),,-599765.0,,,-599765.0
Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,3.081.599,2.022.363,83.841,-,5.187.803,3081599.0,2022363.0,83841.0,,5187803.0
