row_label_raw,row_label_full,Tên đơn vị,Địa chỉ,Hoạt động chính,Số cuối năm > Tỷ lệ vốn nấm giữ trực tiếp (%),Số cuối năm > Tỷ lệ quyền biểu quyết (%),Số đầu năm > Tỷ lệ vốn nấm giữ trực tiếp (%),Số đầu năm > Tỷ lệ quyền biểu quyết (%),numeric__Địa chỉ,numeric__Hoạt động chính,numeric__Số cuối năm > Tỷ lệ vốn nấm giữ trực tiếp (%),numeric__Số cuối năm > Tỷ lệ quyền biểu quyết (%),numeric__Số đầu năm > Tỷ lệ vốn nấm giữ trực tiếp (%),numeric__Số đầu năm > Tỷ lệ quyền biểu quyết (%)
Công ty Cổ phần Đầu tư và Phát triển Thương mại Văn Phú,Công ty Cổ phần Đầu tư và Phát triển Thương mại Văn Phú,Công ty Cổ phần Đầu tư và Phát triển Thương mại Văn Phú,"Tầng 1-4, tòa V1 The Van Phu Victoria, CT9, Khu đô thị Văn Phú, Phường Phúc La, Quận Hà Đông, Thành phố Hà Nội",Kinh doanh bất động sản,"35,00","35,00","35,00","35,00",,,35.0,35.0,35.0,35.0
Công ty Cổ phần Đầu tư Phong Phú,Công ty Cổ phần Đầu tư Phong Phú,Công ty Cổ phần Đầu tư Phong Phú,"Số 36 Đường 31 A, Phường An Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,"30,00","30,00","30,00","30,00",,,30.0,30.0,30.0,30.0
Công ty Cổ phần Đầu tư BOT Hà Nội – Bắc Giang,Công ty Cổ phần Đầu tư BOT Hà Nội – Bắc Giang,Công ty Cổ phần Đầu tư BOT Hà Nội – Bắc Giang,"Số 14, lỗ B1, Khu đô thị mới Nam Từ Sơn, Phường Phù Chẩn, Thành phố Từ Sơn, Tỉnh Bắc Ninh",Xây dựng và thu phí đường bộ,"33,00","33,00","33,00","33,00",,,33.0,33.0,33.0,33.0
Công ty Cổ phần Đầu tư Hà Phú Riverland,Công ty Cổ phần Đầu tư Hà Phú Riverland,Công ty Cổ phần Đầu tư Hà Phú Riverland,"Số 90 Đường Phan Trung, KP 7, Phường Tân Tiến, Thành phố Biên Hoà, Tĩnh Đồng Nai",Kinh doanh bất động sản,"30,00","30,00","30,00","30,00",,,30.0,30.0,30.0,30.0
Công ty TNHH BT Hà Đồng,Công ty TNHH BT Hà Đồng,Công ty TNHH BT Hà Đồng,"Số 12, đường Khuất Duy Tiến, Phường Thanh Xuân Trung, Quận Thanh Xuân, Thành phố Hà Nội",Xây dựng công trình kỹ thuật dân dụng,"51,07","50,00","50,27","50,00",,,51.07,50.0,50.27,50.0
Công ty Cổ phần In và Văn hóa phẩm,Công ty Cổ phần In và Văn hóa phẩm,Công ty Cổ phần In và Văn hóa phẩm,"Số 83, đường Hào Nam, Phường Ô Chợ Dừa, Quận Đồng Đa, Thành phố Hà Nội",Xây dựng và in ấn,"46,77","46,77","46,77","46,77",,,46.77,46.77,46.77,46.77
Công ty Cổ phần Logistics LSH,Công ty Cổ phần Logistics LSH,Công ty Cổ phần Logistics LSH,"Lô B17, đường Ngọc Hân Công Chúa, Phường Võ Cường, Thành phố Bắc Ninh, Tĩnh Bắc Ninh",Kinh doanh bất động sản,"34,00","34,00",-,-,,,34.0,34.0,,
Công ty TNHH Công viên Trung Văn,Công ty TNHH Công viên Trung Văn,Công ty TNHH Công viên Trung Văn,"Nhà 24B/1 Khu nhà ở Phú Mỹ, số 24 Ngô Quyền, Phường Vạn Phúc, Quận Hà Đông, Thành phố Hà Nội",Kinh doanh bất động sản,(*),"40,00",(*),"40,00",,,,40.0,,40.0
Công ty TNHH Đầu tư Phát triển Đô thị Cần Thơ,Công ty TNHH Đầu tư Phát triển Đô thị Cần Thơ,Công ty TNHH Đầu tư Phát triển Đô thị Cần Thơ,"Số 9C, Đường Trần Phú, Phường Cái Khế, Quận Ninh Kiều, Thành phố Cần Thơ",Kinh doanh bất động sản,-,-,"49,00","49,00",,,,,49.0,49.0
