row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuế Điều chỉnh cho các khoản:,,595.249.372.110,474.785.648.562,,,595249372110.0,474785648562.0
02,02,02,"Khấu hao tài sản cố định hữu hình, bất động sản đầu tư và hao mòn tài sản cố định vô hình",,36.637.963.134,36.340.506.758,,,36637963134.0,36340506758.0
03,03,03,Các khoản dự phòng,,-,16.838.691.407,,,,16838691407.0
05,05,05,Lãi từ hoạt động đầu tư,,(835.742.501.196),(642.611.816.647),,,-835742501196.0,-642611816647.0
06,06,06,Chi phí lãi vay (bao gồm chi phí phát hành trái phiếu phân bổ trong năm),25,325.529.070.986,221.051.996.213,,25.0,325529070986.0,221051996213.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,121.673.905.034,106.405.026.293,,,121673905034.0,106405026293.0
09,09,09,Giảm các khoản phải thu,,52.463.318.559,92.454.028.395,,,52463318559.0,92454028395.0
10,10,10,Tăng hàng tồn kho,,(665.021.159.131),(683.083.812.840),,,-665021159131.0,-683083812840.0
11,11,11,Giảm các khoản phải trả,,(319.351.793.239),(765.983.218.877),,,-319351793239.0,-765983218877.0
12,12,12,Giảm chi phí trả trước,,28.737.163.338,125.240.239.678,,,28737163338.0,125240239678.0
14,14,14,Tiền lãi vay đã trả,,(361.790.273.033),(245.047.154.738),,,-361790273033.0,-245047154738.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,,(2.444.940.298),(1.497.216.786),,,-2444940298.0,-1497216786.0
20,20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(1.145.733.778.770),(1.371.512.108.875),,,-1145733778770.0,-1371512108875.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰ,,,,,,,
21,21,21,"Tiền chi đề mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khác",,(10.030.055.077),(211.238.852.294),,,-10030055077.0,-211238852294.0
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(831.900.000.000),(880.714.517.155),,,-831900000000.0,-880714517155.0
24,24,24,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",,548.088.006.034,160.926.272.874,,,548088006034.0,160926272874.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(311.846.801.672),(462.189.534.821),,,-311846801672.0,-462189534821.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,1.108.800.000.000,103.750.000.000,,,1108800000000.0,103750000000.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,779.638.795.050,581.793.349.793,,,779638795050.0,581793349793.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,1.282.749.944.335,(707.673.281.603),,,1282749944335.0,-707673281603.0
