row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty TNHH Văn Phú Resort – Lộc Bình,Công ty TNHH Văn Phú Resort – Lộc Bình,Công ty TNHH Văn Phú Resort – Lộc Bình,Công ty con,Đi vayLợi nhuận được chiaCho vayGóp vốnTrả nợ gốc đi vayChuyển nhượng phần vốn gópCông ty TNHH Đầu tư Phát triển Đỏ thị Cần Thơ,-6.000.000.000--76.000.000.000367.500.000.000,85.000.000.00040.000.000.0009.000.000.0008.000.000.000--,,,,
Công ty Cổ phần Văn Phú - Bắc Ái,Công ty TNHH Văn Phú Resort – Lộc Bình > Công ty Cổ phần Văn Phú - Bắc Ái,Công ty Cổ phần Văn Phú - Bắc Ái,Công ty con,Góp vốn hợp tác đầu tưGóp vốn bằng khoản phải thu,44.899.230.672-,142.005.634.821198.000.000.000,,,,1.42005634821198e+23
Công ty Cổ phần Union Success Việt Nam,Công ty TNHH Văn Phú Resort – Lộc Bình > Công ty Cổ phần Union Success Việt Nam,Công ty Cổ phần Union Success Việt Nam,Công ty con,Cho vay,450.000.000.000,-,,,450000000000.0,
Công ty Cổ phần Đầu tư Hà Phú Riverland,Công ty TNHH Văn Phú Resort – Lộc Bình > Công ty Cổ phần Đầu tư Hà Phú Riverland,Công ty Cổ phần Đầu tư Hà Phú Riverland,Công ty liên kết,Góp vốn,15.000.000.000,-,,,15000000000.0,
Công ty Cổ phần Abey Holdings,Công ty TNHH Văn Phú Resort – Lộc Bình > Công ty Cổ phần Abey Holdings,Công ty Cổ phần Abey Holdings,Bên liên quan khác từ ngày 4 tháng 1 năm 2023,Thu hồi gốc cho vay,10.000.000.000,-,,,10000000000.0,
