row_label_raw,row_label_full,Ban quản lý đầu tư xây dựng công trình giao thông Hà Nội Công ty Cổ phần Kinh doanh Dịch vụ cao cấp Dầu khí Việt Nam (PVR),Số cuối năm > Giá gốc > 11.111.191.000 > 10.000.000.000,Số cuối năm > Giá trị có thể thu hồi > -,Số đầu năm > Giá gốc > 11.111.191.000 > 10.000.000.000,Số đầu năm > Giá trị có thể thu hồi > -,numeric__Số cuối năm > Giá gốc > 11.111.191.000 > 10.000.000.000,numeric__Số cuối năm > Giá trị có thể thu hồi > -,numeric__Số đầu năm > Giá gốc > 11.111.191.000 > 10.000.000.000,numeric__Số đầu năm > Giá trị có thể thu hồi > -
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,2.887.413.257,-,2.887.413.257,-,2887413257.0,,2887413257.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,23.998.604.257,-,23.998.604.257,-,23998604257.0,,23998604257.0,
