row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Kinh phí bảo trì khối sản thương mại dịch vụ và căn hộ cao tầng các dự án,Ngắn hạn > Kinh phí bảo trì khối sản thương mại dịch vụ và căn hộ cao tầng các dự án,Kinh phí bảo trì khối sản thương mại dịch vụ và căn hộ cao tầng các dự án,78.870.217.978,74.237.636.534,78870217978.0,74237636534.0
"Nhận ký quỹ, ký cược","Ngắn hạn > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",10.508.731.338,4.699.022.023,10508731338.0,4699022023.0
Nhận đặt cọc hoàn thiện nhà tại các dự án,Ngắn hạn > Nhận đặt cọc hoàn thiện nhà tại các dự án,Nhận đặt cọc hoàn thiện nhà tại các dự án,4.823.870.000,4.828.320.000,4823870000.0,4828320000.0
"Các khoản phải trả, phải nộp khác","Ngắn hạn > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",6.793.186.941,13.681.665.785,6793186941.0,13681665785.0
Phải trả ngắn hạn khác cho các bên liên quan (Thuyết minh số 29),Ngắn hạn > Phải trả ngắn hạn khác cho các bên liên quan (Thuyết minh số 29),Phải trả ngắn hạn khác cho các bên liên quan (Thuyết minh số 29),8.696.300.021,8.678.300.021,8696300021.0,8678300021.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,109.692.306.278,106.124.944.363,109692306278.0,106124944363.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Nhận góp vốn hợp tác đầu tư (i),Dài hạn > Nhận góp vốn hợp tác đầu tư (i),Nhận góp vốn hợp tác đầu tư (i),166.746.429.961,311.713.392.938,166746429961.0,311713392938.0
"Nhận ký quỹ, ký cược","Dài hạn > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",5.343.364.921,10.015.960.550,5343364921.0,10015960550.0
Nhận đặt cọc hợp tác đầu tư Dự án Khu đỏ thị mới Cồn Khương,Dài hạn > Nhận đặt cọc hợp tác đầu tư Dự án Khu đỏ thị mới Cồn Khương,Nhận đặt cọc hợp tác đầu tư Dự án Khu đỏ thị mới Cồn Khương,-,384.000.000.000,,384000000000.0
Phải trả dài hạn khác cho các bên liên quan (Thuyết minh số 29),Dài hạn > Phải trả dài hạn khác cho các bên liên quan (Thuyết minh số 29),Phải trả dài hạn khác cho các bên liên quan (Thuyết minh số 29),1.297.290.000,1.297.290.000,1297290000.0,1297290000.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,173.387.084.882,707.026.643.488,173387084882.0,707026643488.0
