row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí lương nhân viên bán hàng,Chi phí bán hàng > Chi phí lương nhân viên bán hàng,Chi phí lương nhân viên bán hàng,2.831.039.236,4.655.948.534,2831039236.0,4655948534.0
Chi phí hoa hồng môi giới,Chi phí bán hàng > Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,128.558.363,27.974.699.578,128558363.0,27974699578.0
"Chi phí quảng cáo, khuyến mại","Chi phí bán hàng > Chi phí quảng cáo, khuyến mại","Chi phí quảng cáo, khuyến mại",606.194.857,4.529.877.309,606194857.0,4529877309.0
Chi phí khác,Chi phí bán hàng > Chi phí khác,Chi phí khác,835.583.272,5.775.391.120,835583272.0,5775391120.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,4.401.375.728,42.935.916.541,4401375728.0,42935916541.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân viên quản lý,Chi phí quản lý doanh nghiệp > Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,33.828.904.433,33.271.506.053,33828904433.0,33271506053.0
Chi phí đồ dùng văn phòng,Chi phí quản lý doanh nghiệp > Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,7.050.386.689,12.688.210.189,7050386689.0,12688210189.0
Chi phí khấu hao tài sản cố định,Chi phí quản lý doanh nghiệp > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,1.030.917.011,1.112.375.766,1030917011.0,1112375766.0
Chi phí quản lý khách sạn,Chi phí quản lý doanh nghiệp > Chi phí quản lý khách sạn,Chi phí quản lý khách sạn,27.409.863.989,25.217.201.944,27409863989.0,25217201944.0
Trích lập dự phòng,Chi phí quản lý doanh nghiệp > Trích lập dự phòng,Trích lập dự phòng,-,12.391.387.400,,12391387400.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,46.914.982.777,52.509.574.885,46914982777.0,52509574885.0
Chi phí khác,Chi phí quản lý doanh nghiệp > Chi phí khác,Chi phí khác,32.630.100.636,29.223.735.988,32630100636.0,29223735988.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,148.865.155.535,166.413.992.225,148865155535.0,166413992225.0
