row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,5.135.125.617.297,5.268.430.693.000,,,5135125617297.0,5268430693000.0
210,210,210,I. Các khoản phải thu dài hạn,,656.145.139.536,600.249.556.734,,,656145139536.0,600249556734.0
211,211,211,1. Phải thu dài hạn của khách hàng,6.1,11.976.673.775,20.202.866.956,,61.0,11976673775.0,20202866956.0
216,216,216,2. Phải thu dài hạn khác,8,644.168.465.761,580.046.689.778,,8.0,644168465761.0,580046689778.0
220,220,220,II. Tài sản cố định,,552.997.373.240,575.367.220.038,,,552997373240.0,575367220038.0
221,221,221,1. Tài sản cố định hữu hình,12,548.241.972.729,570.192.987.672,,12.0,548241972729.0,570192987672.0
222,222,222,Nguyên giá,,638.907.731.516,636.626.526.919,,,638907731516.0,636626526919.0
223,223,223,Giá trị hao mòn lũy kế,,(90.665.758.787),(66.433.539.247),,,-90665758787.0,-66433539247.0
227,227,227,2. Tài sản cố định vô hình,,4.755.400.511,5.174.232.366,,,4755400511.0,5174232366.0
228,228,228,Nguyên giá,,7.866.152.682,7.334.599.491,,,7866152682.0,7334599491.0
229,229,229,Giá trị hao mòn lũy kế,,(3.110.752.171),(2.160.367.125),,,-3110752171.0,-2160367125.0
230,230,230,III. Bất động sản đầu tư,13,327.568.132.580,336.978.463.994,,13.0,327568132580.0,336978463994.0
231,231,231,1. Nguyên giá,,350.478.849.678,348.433.822.544,,,350478849678.0,348433822544.0
232,232,232,2. Giá trị hao mòn lũy kế,,(22.910.717.098),(11.455.358.550),,,-22910717098.0,-11455358550.0
240,240,240,IV. Tài sản dở dang dài hạn,,443.715.329.792,439.079.726.667,,,443715329792.0,439079726667.0
241,241,241,"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",15.1,15.232.610.937,-,,151.0,15232610937.0,
242,242,242,2. Chi phí xây dựng cơ bản dở dang,15.2,428.482.718.855,439.079.726.667,,152.0,428482718855.0,439079726667.0
250,250,250,V. Đầu tư tài chính dài hạn,16,3.085.758.908.879,3.231.811.337.879,,16.0,3085758908879.0,3231811337879.0
251,251,251,1. Đầu tư vào công ty con,16.1,2.037.271.250.000,2.035.971.250.000,,161.0,2037271250000.0,2035971250000.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",16.2,1.056.264.660.272,1.162.117.089.272,,162.0,1056264660272.0,1162117089272.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,-,41.300.000.000,,,,41300000000.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,16.2,(7.777.001.393),(7.777.001.393),,162.0,-7777001393.0,-7777001393.0
255,255,255,5. Đầu tư nắm giữ đến ngày đáo hạn,,-,200.000.000,,,,200000000.0
260,260,260,VI. Tài sản dài hạn khác,,68.940.733.270,84.944.387.688,,,68940733270.0,84944387688.0
261,261,261,1. Chi phí trả trước dài hạn,11,58.847.521.773,78.606.796.646,,11.0,58847521773.0,78606796646.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,28.3,10.093.211.497,6.337.591.042,,283.0,10093211497.0,6337591042.0
270,270,270,TỔNG CỘNG TÀI SẢN,,8.881.892.774.744,8.084.758.788.091,,,8881892774744.0,8084758788091.0
