row_label_raw,row_label_full,STT,Công ty con cấp 1,Hoạt động chính,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1,numeric__Công ty con cấp 1,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1
STT,STT,STT,Công ty con cấp 1,Hoạt động chính,31/12/2015,1/1/2015,,,,
12,STT > 12,12,Công ty Cổ phần Phát triển Chăn nuôi Hòa Phát (trước đây là “Công ty CP Khoáng sản Hòa Phát”),"Khai thác và thu gom than non; khai thác quãng sắt, bổ xít, các kim loại quý hiểm; khai thác đá, cát, sỏi, đất sét; sản xuất than cốc, thạch cao, vôi, kim loại màu và kim loại quý; đúc sắt thép và kim loại màu; chăn nuôi lợn, chăn nuôi gia cầm, chế biến, bảo quản thịt và các sản phẩm từ thịt; sản xuất thức ăn gia súc, gia cầm và thủy sản; sản xuất phân bón và hợp chất ni tơ; buôn bán máy móc, thiết bị và phụ tùng máy nông nghiệp.","99,80%","99,80%",,,0.998,0.998
13,STT > 13,13,Công ty TNHH Một thành viên Khoáng sản Nam Giang,Hoạt động dịch vụ hỗ trợ khai thác mò và quãng khác.,100%,100%,,,1.0,1.0
14,STT > 14,14,Công ty TNHH Một thành viên Thương mại và Sản xuất thức ăn Chăn nuôi Hòa Phát (i),"Chế biến, bảo quản thịt và các sản phẩm từ thịt, chăn nuôi trâu, bò, ngựa, lừa, la, dê, cừu, lợn, gia cầm, trồng trọt, chăn nuôi hỗn hợp, sản xuất thức ăn gia súc, gia cầm và thủy sản, sản xuất phân bón và hợp chất ni tơ.",100%,-,,,1.0,
15,STT > 15,15,Công ty CP Khoáng sản Hòa Phát Mitraco (ii),"Khai thác và sản xuất quãng sắt, bổ xít và các kim loại quý hiểm; bán buôn kim loại và quãng kim loại.","98,42%",-,,,0.9842,
16,STT > 16,16,Công ty TNHH Một thành viên Thức ăn Chăn nuôi Hòa Phát Đồng Nai (i),"Chế biến, bảo quản thịt và các sản phẩm từ thịt, chăn nuôi trâu, bò, ngựa, lừa, la, dê, cừu, lợn, gia cầm, trồng trọt, chăn nuôi hỗn hợp, sản xuất thức ăn gia súc, gia cầm và thủy sản, sản xuất phân bón và hợp chất ni tơ.",100%,-,,,1.0,
