row_label_raw,row_label_full,col_0,2014(phân loại lại)VND,2014(theo báo cáotrước đây)VND,numeric__2014(phân loại lại)VND,numeric__2014(theo báo cáotrước đây)VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,25.825.123.626.163,25.851.816.458.125,25825123626163.0,25851816458125.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,299.774.803.450,326.467.635.412,299774803450.0,326467635412.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,257.727.314.747,275.600.324.411,257727314747.0,275600324411.0
Chi phí khác,Chi phí khác,Chi phí khác,298.189.027.092,316.062.036.756,298189027092.0,316062036756.0
