row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2015 VND,2014 VND Đã phân loại lại,numeric__Mã số,numeric__Thuyết minh,numeric__2015 VND,numeric__2014 VND Đã phân loại lại
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
"Tiền chi mua, xây dựng tài sản cố định và tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua, xây dựng tài sản cố định và tài sản dài hạn khác","Tiền chi mua, xây dựng tài sản cố định và tài sản dài hạn khác",21,,(3.386.572.345.633),(1.165.028.194.450),21.0,,-3386572345633.0,-1165028194450.0
Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,22,,32.360.460.543,21.687.699.513,22.0,,32360460543.0,21687699513.0
Tiền chi mua các công cụ nợ của các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua các công cụ nợ của các đơn vị khác,Tiền chi mua các công cụ nợ của các đơn vị khác,23,,(298.004.536.121),(158.593.682.578),23.0,,-298004536121.0,-158593682578.0
Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,26,,-,1.500.000.000,26.0,,,1500000000.0
Tiền thu lãi tiền gửi,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi,Tiền thu lãi tiền gửi,27,,119.070.843.886,107.306.447.497,27.0,,119070843886.0,107306447497.0
Mua thêm cổ phần của công ty con từ cổ đông thiểu số của công ty con này,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua thêm cổ phần của công ty con từ cổ đông thiểu số của công ty con này,Mua thêm cổ phần của công ty con từ cổ đông thiểu số của công ty con này,,,(230.628.789.000),-,,,-230628789000.0,
Mua công ty con (đã trừ đi số dư tiền của công ty con được mua),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua công ty con (đã trừ đi số dư tiền của công ty con được mua),Mua công ty con (đã trừ đi số dư tiền của công ty con được mua),,,-,(56.955.592.861),,,,-56955592861.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(3.763.774.366.325),(1.250.083.322.879),30.0,,-3763774366325.0,-1250083322879.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
Tiền nhận góp vốn từ cổ đông thiểu số,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền nhận góp vốn từ cổ đông thiểu số,Tiền nhận góp vốn từ cổ đông thiểu số,31,,58.500.000,475.000.000,31.0,,58500000.0,475000000.0
Tiền thu từ đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ đi vay,Tiền thu từ đi vay,33,,22.541.238.710.236,21.167.443.398.643,33.0,,22541238710236.0,21167443398643.0
Tiền trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,,(22.433.385.840.450),(22.097.815.712.253),34.0,,-22433385840450.0,-22097815712253.0
Tiền trả cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả cổ tức,Tiền trả cổ tức,36,,(540.720.414.633),(681.451.419.825),36.0,,-540720414633.0,-681451419825.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,(432.809.044.847),(1.611.348.733.435),40.0,,-432809044847.0,-1611348733435.0
