row_label_raw,row_label_full,col_0,2015,2015_1,2014,2014_1,numeric__2015,numeric__2015_1,numeric__2014,numeric__2014_1
,,,Thời gian chi phí dự kiến phát sinh,VND,Thời gian chi phí dự kiến phát sinh,VND,,,,
Dự án Khu công nghiệp Hòa Mạc,Dự án Khu công nghiệp Hòa Mạc,Dự án Khu công nghiệp Hòa Mạc,18 tháng,9.316.244.470,30 tháng,3.001.392.882,,9316244470.0,,3001392882.0
Dự án Mandarin,Dự án Mandarin,Dự án Mandarin,6 tháng,(7.000.000.000),18 tháng,215.773.117.290,,-7000000000.0,,215773117290.0
Dự án Khu công nghiệp Phố Nối A,Dự án Khu công nghiệp Phố Nối A,Dự án Khu công nghiệp Phố Nối A,30 tháng,135.425.833.659,30 tháng,7.984.485.514,,135425833659.0,,7984485514.0
,,,,137.742.078.129,,226.758.995.686,,137742078129.0,,226758995686.0
