row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2015,Giá trị ghi số Triệu VND > Ngày 31 tháng 12 năm 2015,Dòng tiền theo hợp đồng Triệu VND > Ngày 31 tháng 12 năm 2015,Trong 1 năm Triệu VND > Ngày 31 tháng 12 năm 2015,1 – 2 năm Triệu VND > Ngày 31 tháng 12 năm 2015,2 – 5 năm Triệu VND > Ngày 31 tháng 12 năm 2015,Hon 5 năm Triệu VND > Ngày 31 tháng 12 năm 2015,numeric__Giá trị ghi số Triệu VND > Ngày 31 tháng 12 năm 2015,numeric__Dòng tiền theo hợp đồng Triệu VND > Ngày 31 tháng 12 năm 2015,numeric__Trong 1 năm Triệu VND > Ngày 31 tháng 12 năm 2015,numeric__1 – 2 năm Triệu VND > Ngày 31 tháng 12 năm 2015,numeric__2 – 5 năm Triệu VND > Ngày 31 tháng 12 năm 2015,numeric__Hon 5 năm Triệu VND > Ngày 31 tháng 12 năm 2015
Phải trả người bán ngắn hạn và phải trả ngắn và dài hạn khác,Phải trả người bán ngắn hạn và phải trả ngắn và dài hạn khác,Phải trả người bán ngắn hạn và phải trả ngắn và dài hạn khác,3.017.234,3.017.234,3.011.148,6.086,-,-,3017234.0,3017234.0,3011148.0,6086.0,,
Các khoản vay,Các khoản vay,Các khoản vay,6.855.817,6.948.270,6.493.685,454.585,-,-,6855817.0,6948270.0,6493685.0,454585.0,,
,,,9.873.051,9.965.504,9.504.833,460.671,-,-,9873051.0,9965504.0,9504833.0,460671.0,,
Ngày 1 tháng 1 năm 2015,Ngày 1 tháng 1 năm 2015,Ngày 1 tháng 1 năm 2015,Ngày 1 tháng 1 năm 2015,Ngày 1 tháng 1 năm 2015,Ngày 1 tháng 1 năm 2015,Ngày 1 tháng 1 năm 2015,Ngày 1 tháng 1 năm 2015,Ngày 1 tháng 1 năm 2015,,,,,,
Phải trả người bán ngắn hạn và phải trả ngắn và dài hạn khác,Ngày 1 tháng 1 năm 2015 > Phải trả người bán ngắn hạn và phải trả ngắn và dài hạn khác,Phải trả người bán ngắn hạn và phải trả ngắn và dài hạn khác,2.211.273,2.211.273,2.204.545,6.728,-,-,2211273.0,2211273.0,2204545.0,6728.0,,
Các khoản vay,Ngày 1 tháng 1 năm 2015 > Các khoản vay,Các khoản vay,6.747.847,7.027.052,5.813.585,712.312,489.277,11.878,6747847.0,7027052.0,5813585.0,712312.0,489277.0,11878.0
,,,8.959.120,9.238.325,8.018.130,719.040,489.277,11.878,8959120.0,9238325.0,8018130.0,719040.0,489277.0,11878.0
