row_label_raw,row_label_full,col_0,31/12/2015USD,1/1/2015USD,numeric__31/12/2015USD,numeric__1/1/2015USD
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,5.339.407,10.003.226,5339407.0,10003226.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,581.252,664.195,581252.0,664195.0
Tài sản tiền tệ khác,Tài sản tiền tệ khác,Tài sản tiền tệ khác,-,8.627,,8627.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,(53.204.695),(52.223.166),-53204695.0,-52223166.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,(3.768.294),(200.495.055),-3768294.0,-200495055.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,-,(665.855),,-665855.0
,,,(51.052.330),(242.708.028),-51052330.0,-242708028.0
