row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2015 VND,1/1/2015 VND Đã phân loại lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__1/1/2015 VND Đã phân loại lại
NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,,,,
NỘ PHẢI TRẢ (300 = 310 + 330),NGUỒN VỐN > NỘ PHẢI TRẢ (300 = 310 + 330),NỘ PHẢI TRẢ (300 = 310 + 330),300,,11.040.058.800.235,10.123.764.654.194,300.0,,11040058800235.0,10123764654194.0
Nợ ngắn hạn,NGUỒN VỐN > Nợ ngắn hạn,Nợ ngắn hạn,310,,9.992.832.755.685,8.966.332.083.327,310.0,,9992832755685.0,8966332083327.0
Phải trả người bán ngắn hạn,NGUỒN VỐN > Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,,2.638.687.908.117,1.927.830.990.815,311.0,,2638687908117.0,1927830990815.0
Người mua trả tiền trước ngắn hạn,NGUỒN VỐN > Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,,50.112.574.555,158.911.796.301,312.0,,50112574555.0,158911796301.0
Thuế và các khoản phải nộp,Thuế và các khoản phải nộp,Thuế và các khoản phải nộp,,,,,,,,
Ngân sách Nhà nước,Thuế và các khoản phải nộp > Ngân sách Nhà nước,Ngân sách Nhà nước,313,17.2,398.530.099.807,463.700.814.724,313.0,172.0,398530099807.0,463700814724.0
Phải trả người lao động,Thuế và các khoản phải nộp > Phải trả người lao động,Phải trả người lao động,314,,212.634.466.249,158.701.054.509,314.0,,212634466249.0,158701054509.0
Chi phí phải trả ngắn hạn,Thuế và các khoản phải nộp > Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,18.1,106.756.384.950,152.564.898.596,315.0,181.0,106756384950.0,152564898596.0
Doanh thu chưa thực hiện ngắn hạn,Thuế và các khoản phải nộp > Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,318,19,14.311.517.049,31.661.469.226,318.0,19.0,14311517049.0,31661469226.0
Phải trả ngắn hạn khác,Thuế và các khoản phải nộp > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,20.1,95.876.723.487,104.236.479.283,319.0,201.0,95876723487.0,104236479283.0
Vay ngắn hạn,Thuế và các khoản phải nộp > Vay ngắn hạn,Vay ngắn hạn,320,21.1,6.116.817.325.257,5.736.983.436.809,320.0,211.0,6116817325257.0,5736983436809.0
