row_label_raw,row_label_full,STT,Công ty con cấp 2,Hoạt động chính,Tỷ lệ lợi ích và quyền biểu quyết gián tiếp của Tập đoàn,Tỷ lệ lợi ích và quyền biểu quyết gián tiếp của Tập đoàn_1,numeric__Công ty con cấp 2,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích và quyền biểu quyết gián tiếp của Tập đoàn,numeric__Tỷ lệ lợi ích và quyền biểu quyết gián tiếp của Tập đoàn_1
STT,STT,STT,Công ty con cấp 2,Hoạt động chính,31/12/2015,1/1/2015,,,,
18,STT > 18,18,Công ty TNHH MTV Chăn nuôi Hòa Phát Bắc Giang (v),"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.",100%,-,,,1.0,
19,STT > 19,19,Công ty TNHH MTV Chăn nuôi Hòa Phát Lạng Sơn (v),"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.",100%,-,,,1.0,
,,,Công ty con của Công ty CP Thép Hòa Phát,,,,,,,
20,STT > 20,20,Công ty CP Khoáng sản Hòa Yên (iv),"Khai thác và sản xuất quặng sắt, bổ xít và các kim loại quý hiểm.","99,77%",-,,,0.9976999999999999,
21,STT > 21,21,Công ty CP Khoáng sản Đức Long (iv),"Khai thác và sản xuất quặng sắt, bổ xít và các kim loại quý hiểm.","99,98%",-,,,0.9998,
,,,Công ty CP Đầu tư Khoáng sản An Thông,,,,,,,
22,STT > 22,22,Công ty TNHH MTV Bình Vàng (v),"Khai thác quặng sắt, khai thác kim loại khác không chứa sắt, sản xuất kim loại màu và kim loại quý, khai thác quặng kim loại quý hiểm.",100%,-,,,1.0,
23,STT > 23,23,Công ty TNHH MTV Đầu tư Phát triển Nông nghiệp Phú Thọ (v),"Chăn nuôi lợn, trâu, bò, trồng trọt, chăn nuôi hỗn hợp, chế biến, bảo quản rau, quả, thịt và các sản phẩm từ thịt.",100%,-,,,1.0,
,,,Công ty TNHH Thương mại Hòa Phát,,,,,,,
24,STT > 24,24,Công ty TNHH MTV Chăn nuôi An Châu (v),"Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.",100%,-,,,1.0,
25,STT > 25,25,Công ty TNHH MTV Chăn nuôi Vạn Thắng (v),"Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.",100%,-,,,1.0,
