row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,"Chi phí đại tu, sửa chữa lớn VND",Chênh lệch tỷ giá VND,Chi phí đất trả trước VND,Chi phí giải phóng mặt bằng VND,Chi phí trả trước khác VND,Tổng VND,numeric__Công cụ và dụng cụ VND,"numeric__Chi phí đại tu, sửa chữa lớn VND",numeric__Chênh lệch tỷ giá VND,numeric__Chi phí đất trả trước VND,numeric__Chi phí giải phóng mặt bằng VND,numeric__Chi phí trả trước khác VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,59.170.593.240,238.469.150.180,5.269.304.188,134.653.926.380,25.227.096.703,20.428.659.212,483.218.729.903,59170593240.0,238469150180.0,5269304188.0,134653926380.0,25227096703.0,20428659212.0,483218729903.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,46.705.229.504,127.241.907.610,-,69.578.521.423,-,21.570.385.445,265.096.043.982,46705229504.0,127241907610.0,,69578521423.0,,21570385445.0,265096043982.0
Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,6.766.607.277,1.517.564.601,-,33.333.804.000,-,295.569.530,41.913.545.408,6766607277.0,1517564601.0,,33333804000.0,,295569530.0,41913545408.0
Phân loại lại,Phân loại lại,Phân loại lại,4.303.302.373,-,-,-,-,(4.303.302.373),-,4303302373.0,,,,,-4303302373.0,
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(65.435.274.068),(143.455.432.832),(5.269.304.188),(4.475.466.922),(1.690.987.741),(18.219.024.862),(238.545.490.613),-65435274068.0,-143455432832.0,-5269304188.0,-4475466922.0,-1690987741.0,-18219024862.0,-238545490613.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,51.510.458.326,223.773.189.559,-,233.090.784.881,23.536.108.962,19.772.286.952,551.682.828.680,51510458326.0,223773189559.0,,233090784881.0,23536108962.0,19772286952.0,551682828680.0
