row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2015 VND,2014 VND Đã phân loại lại,numeric__Mã số,numeric__Thuyết minh,numeric__2015 VND,numeric__2014 VND Đã phân loại lại
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,30,27.864.558.436.964,25.825.123.626.163,1.0,30.0,27864558436964.0,25825123626163.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,30,411.626.322.631,299.774.803.450,2.0,30.0,411626322631.0,299774803450.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,30,27.452.932.114.333,25.525.348.822.713,10.0,30.0,27452932114333.0,25525348822713.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,11,31,21.858.956.167.813,20.338.346.539.679,11.0,31.0,21858956167813.0,20338346539679.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,5.593.975.946.520,5.187.002.283.034,20.0,,5593975946520.0,5187002283034.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,32,248.607.642.113,160.287.779.327,21.0,32.0,248607642113.0,160287779327.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,33,566.233.897.606,563.834.231.079,22.0,33.0,566233897606.0,563834231079.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,251.337.896.345,350.628.944.467,23.0,,251337896345.0,350628944467.0
Phần lỗ trong công ty liên kết,Phần lỗ trong công ty liên kết,Phần lỗ trong công ty liên kết,24,,(190.801.524),(171.255.307),24.0,,-190801524.0,-171255307.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,34,424.150.105.358,366.087.885.891,25.0,34.0,424150105358.0,366087885891.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,35,760.822.612.994,607.214.249.307,26.0,35.0,760822612994.0,607214249307.0
Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) + 24 - (25 + 26)},30,,4.091.186.171.151,3.809.982.440.777,30.0,,4091186171151.0,3809982440777.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,36,314.546.263.699,257.727.314.747,31.0,36.0,314546263699.0,257727314747.0
Chi phí khác,Chi phí khác,Chi phí khác,32,37,415.903.770.054,298.189.027.092,32.0,37.0,415903770054.0,298189027092.0
Lỗ khác (40 = 31 - 32),Lỗ khác (40 = 31 - 32),Lỗ khác (40 = 31 - 32),40,,(101.357.506.355),(40.461.712.345),40.0,,-101357506355.0,-40461712345.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,3.989.828.664.796,3.769.520.728.432,50.0,,3989828664796.0,3769520728432.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,39,516.978.888.313,517.116.335.811,51.0,39.0,516978888313.0,517116335811.0
(Lợi ích)/chi phí thuế TNDN hoãn lại,(Lợi ích)/chi phí thuế TNDN hoãn lại,(Lợi ích)/chi phí thuế TNDN hoãn lại,52,39,(31.532.711.296),2.189.802.417,52.0,39.0,-31532711296.0,2189802417.0
Lợi nhuận sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),60,,3.504.382.487.779,3.250.214.590.204,60.0,,3504382487779.0,3250214590204.0
