row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,775.357,506.205,775357.0,506205.0
Thu từ thu hồi nợ đã xử lý rủi ro và trái phiếu VAMC,Thu từ thu hồi nợ đã xử lý rủi ro và trái phiếu VAMC,Thu từ thu hồi nợ đã xử lý rủi ro và trái phiếu VAMC,602.999,424.576,602999.0,424576.0
Thu phí ủy thác quản lý kho,Thu phí ủy thác quản lý kho,Thu phí ủy thác quản lý kho,35.204,35.204,35204.0,35204.0
Thu thanh lý tài sản cố định,Thu thanh lý tài sản cố định,Thu thanh lý tài sản cố định,19.440,-,19440.0,
Thu nhập từ xử lý tài sản nhận cán trừ nợ,Thu nhập từ xử lý tài sản nhận cán trừ nợ,Thu nhập từ xử lý tài sản nhận cán trừ nợ,15.748,-,15748.0,
Cổ tức của cổ phiếu nhận cán trừ nợ,Cổ tức của cổ phiếu nhận cán trừ nợ,Cổ tức của cổ phiếu nhận cán trừ nợ,12.696,-,12696.0,
Thu nhập khác,Thu nhập khác,Thu nhập khác,89.270,46.425,89270.0,46425.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(7.812),(20.638),-7812.0,-20638.0
Chi thanh lý tài sản cố định,Chi thanh lý tài sản cố định,Chi thanh lý tài sản cố định,-,(5.104),,-5104.0
Chi phí khác,Chi phí khác,Chi phí khác,(7.812),(15.534),-7812.0,-15534.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,767.545,485.567,767545.0,485567.0
