row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Các giao dịch,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Các công ty con,Các công ty con,Các công ty con,Thu nhập lãi cho vay/tiền gửi,36.664,33.491,,36664.0,33491.0
Các công ty con,Các công ty con,Các công ty con,Chi phí trả lãi tiền vay/tiền gửi,(20.236),(17.779),,-20236.0,-17779.0
Các công ty con,Các công ty con,Các công ty con,Thu nhập từ hoạt động dịch vụ,5.881,7.423,,5881.0,7423.0
Các công ty con,Các công ty con,Các công ty con,Chi phí hoạt động dịch vụ,(5.942),(5.938),,-5942.0,-5938.0
Các công ty con,Các công ty con,Các công ty con,Thu nhập từ hoạt động,,,,,
Các công ty con,Các công ty con > Các công ty con,Các công ty con,kinh doanh ngoại hồi,-,155,,,155.0
Các công ty con,Các công ty con,Các công ty con,Chi phí từ hoạt động,,,,,
Các công ty con,Các công ty con > Các công ty con,Các công ty con,kinh doanh ngoại hồi,-,(770),,,-770.0
Các công ty con,Các công ty con > Các công ty con,Các công ty con,Thu nhập từ cổ tức,100.894,65.249,,100894.0,65249.0
Các công ty con,Các công ty con > Các công ty con,Các công ty con,Thu nhập từ hoạt động khác,35.307,35.235,,35307.0,35235.0
Các công ty con,Các công ty con > Các công ty con,Các công ty con,Chi phí hoạt động khác,(44.363),(61.487),,-44363.0,-61487.0
Các thành viên của Ban lãnh đạo Ngân hàng,Các công ty con > Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập lãi cho vay,6,146,,6.0,146.0
Các thành viên của Ban lãnh đạo Ngân hàng,Các công ty con > Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Chi phí trả lãi tiền gửi,(4.054),(3.981),,-4054.0,-3981.0
Các thành viên của Ban lãnh đạo Ngân hàng,Các công ty con > Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập từ hoạt động dịch vụ,35,-,,35.0,
Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Thù lao sau thuế của Hội đồng,,,,,
