row_label_raw,row_label_full,Số dư đầu năm > Tăng trong năm > Tăng từ sáp nhập Ngân hàng TMCP Phương Nam Chuyển sang tài sản cố định hữu hình(Thuyết minh số 15.1) > Chuyển sang tài sản cố định vô hình(Thuyết minh số 15.2),Năm nayTriệu đồng > 400.051 > 362.019 > - > (227.428) > (98.435),Năm trướcTriệu đồng > 660.435 > 377.954 > 126.981 > (468.159) > (289.095),numeric__Năm nayTriệu đồng > 400.051 > 362.019 > - > (227.428) > (98.435),numeric__Năm trướcTriệu đồng > 660.435 > 377.954 > 126.981 > (468.159) > (289.095)
Chuyển sang chi phí chờ phân bổ và chi phí hoạt động,Chuyển sang chi phí chờ phân bổ và chi phí hoạt động,Chuyển sang chi phí chờ phân bổ và chi phí hoạt động,(22.069),(2.432),-22069.0,-2432.0
Giảm khác,Giảm khác,Giảm khác,(603),(5.633),-603.0,-5633.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,413.535,400.051,413535.0,400051.0
