row_label_raw,row_label_full,col_0,Thuyết minh,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Thuyết minh,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Số trích lập dự phòng rủi ro tiền gửi tại và cho vay các TCTD khác,Số trích lập dự phòng rủi ro tiền gửi tại và cho vay các TCTD khác,Số trích lập dự phòng rủi ro tiền gửi tại và cho vay các TCTD khác,12.1,-,552,121.0,,552.0
Số trích lập dự phòng rủi ro cho vay khách hàng,Số trích lập dự phòng rủi ro cho vay khách hàng,Số trích lập dự phòng rủi ro cho vay khách hàng,12.2,387.470,924.832,122.0,387470.0,924832.0
Số trích lập dự phòng trái phiếu đặc biệt do VAMC phát hành,Số trích lập dự phòng trái phiếu đặc biệt do VAMC phát hành,Số trích lập dự phòng trái phiếu đặc biệt do VAMC phát hành,12.3,271.414,1.170.113,123.0,271414.0,1170113.0
Số trích lập dự phòng rủi ro hoạt động mua nợ,Số trích lập dự phòng rủi ro hoạt động mua nợ,Số trích lập dự phòng rủi ro hoạt động mua nợ,11,5.780,-,11.0,5780.0,
Số trích lập dự phòng rủi ro cho các tài sản có nội bảng khác,Số trích lập dự phòng rủi ro cho các tài sản có nội bảng khác,Số trích lập dự phòng rủi ro cho các tài sản có nội bảng khác,16.4,-,143.007,164.0,,143007.0
,,,,664.664,2.238.504,,664664.0,2238504.0
