row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Thuyết minh,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Dự phòng rủi ro tiền gửi tại vàcho vay các TCTD khác,Dự phòng rủi ro tiền gửi tại vàcho vay các TCTD khác,Dự phòng rủi ro tiền gửi tại vàcho vay các TCTD khác,12.1,552,552,121.0,552.0,552.0
Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,12.2,2.329.739,2.165.447,122.0,2329739.0,2165447.0
Dự phòng trái phiếu đặc biệt doVAMC phát hành,Dự phòng trái phiếu đặc biệt doVAMC phát hành,Dự phòng trái phiếu đặc biệt doVAMC phát hành,12.3,1.649.681,1.378.545,123.0,1649681.0,1378545.0
Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,11,5.780,-,11.0,5780.0,
Dự phòng chứng khoán giữ đếnngày đáo hạn,Dự phòng chứng khoán giữ đếnngày đáo hạn,Dự phòng chứng khoán giữ đếnngày đáo hạn,13.4,7.500,7.500,134.0,7500.0,7500.0
Dự phòng tài sản có rủi ro tín dụng,Dự phòng tài sản có rủi ro tín dụng,Dự phòng tài sản có rủi ro tín dụng,16.4,143.007,143.007,164.0,143007.0,143007.0
,,,,4.136.259,3.695.051,,4136259.0,3695051.0
