row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,17.385.567,15.215.160,,17385567.0,15215160.0
Chi phí lãi và các chi phí tương tự đã trả,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(13.240.931),(8.857.516),,-13240931.0,-8857516.0
Thu nhập từ hoạt động dịch vụ nhận được,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,1.231.203,948.352,,1231203.0,948352.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ",,286.783,139.960,,286783.0,139960.0
Thu nhập khác,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập khác,Thu nhập khác,,145.106,66.095,,145106.0,66095.0
"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro","LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro","Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",,56.751,139.467,,56751.0,139467.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(5.151.071),(3.954.853),,-5151071.0,-3954853.0
Tiền thuế thu nhập thực nộp trong năm,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,22,(4.258),(464.720),22.0,-4258.0,-464720.0
Tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả,Tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả,,709.150,3.231.945,,709150.0,3231945.0
Những thay đổi về tài sản hoạt động,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,(38.866.455),(27.151.635),,-38866455.0,-27151635.0
(Tăng)/giảm các khoản tiền gửi tại và cho vay các TCTD khác,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Tăng)/giảm các khoản tiền gửi tại và cho vay các TCTD khác,(Tăng)/giảm các khoản tiền gửi tại và cho vay các TCTD khác,,(225.107),380.837,,-225107.0,380837.0
Tăng các khoản về kinh doanh chứng khoán,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản về kinh doanh chứng khoán,Tăng các khoản về kinh doanh chứng khoán,,(2.299.326),(4.264.315),,-2299326.0,-4264315.0
Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,,(15.422),-,,-15422.0,
Tăng các khoản cho vay khách hàng,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(36.943.002),(22.857.570),,-36943002.0,-22857570.0
Giảm nguồn dự phòng để bù đắp tồn thất,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm nguồn dự phòng để bù đắp tồn thất,Giảm nguồn dự phòng để bù đắp tồn thất,,(14.444),(43.485),,-14444.0,-43485.0
Giảm/(tăng) khác về tài sản hoạt động,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/(tăng) khác về tài sản hoạt động,Giảm/(tăng) khác về tài sản hoạt động,,630.846,(367.102),,630846.0,-367102.0
Những thay đổi về công nợ hoạt động,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,38.252.910,19.560.247,,38252910.0,19560247.0
Tăng/(giảm) các khoản nợ Chính phủ và NHNN,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(giảm) các khoản nợ Chính phủ và NHNN,Tăng/(giảm) các khoản nợ Chính phủ và NHNN,,3.774.694,(1.050.498),,3774694.0,-1050498.0
"Tăng/(giảm) các khoản tiền gửi, tiền vay các TCTD","LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(giảm) các khoản tiền gửi, tiền vay các TCTD","Tăng/(giảm) các khoản tiền gửi, tiền vay các TCTD",,4.542.994,(804.816),,4542994.0,-804816.0
Tăng tiền gửi của khách hàng,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,30.028.244,20.492.499,,30028244.0,20492499.0
"(Giảm)/tăng vốn tài trợ, ủy thác đầu tư, cho vay chịu rủi ro","LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Giảm)/tăng vốn tài trợ, ủy thác đầu tư, cho vay chịu rủi ro","(Giảm)/tăng vốn tài trợ, ủy thác đầu tư, cho vay chịu rủi ro",,(303.461),786.869,,-303461.0,786869.0
(Giảm)/tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Giảm)/tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(Giảm)/tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,(22.853),35.004,,-22853.0,35004.0
Tăng khác về công nợ hoạt động,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về công nợ hoạt động,Tăng khác về công nợ hoạt động,,289.210,352.253,,289210.0,352253.0
Chi từ các quỹ của Ngân hàng,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi từ các quỹ của Ngân hàng,Chi từ các quỹ của Ngân hàng,,(55.918),(251.064),,-55918.0,-251064.0
Tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,,95.605,(4.359.443),,95605.0,-4359443.0
"LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ Mua sắm, xây dựng tài sản cố định","LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ Mua sắm, xây dựng tài sản cố định","LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ Mua sắm, xây dựng tài sản cố định",,(428.026),(486.441),,-428026.0,-486441.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,186.198,4.679,,186198.0,4679.0
"Tiền chi đầu tư, góp vốn vào các đơn vị khác","LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi đầu tư, góp vốn vào các đơn vị khác","Tiền chi đầu tư, góp vốn vào các đơn vị khác",,(592),-,,-592.0,
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,941,626,,941.0,626.0
