row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộngTriệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộngTriệu đồng
,,,Trên 3thángTriệu đồng,Đến 3thángTriệu đồng,Đến 1thángTriệu đồng,Từ 1 đến 3thángTriệu đồng,Từ 3 đến 12thángTriệu đồng,Từ 1 đến 5nămTriệu đồng,Trên 5nămTriệu đồng,Tổng cộngTriệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,-,5.459.219,-,-,-,-,5.459.219,,,5459219.0,,,,,5459219.0
Tiền gửi tại NHNN Việt Nam,Tài sản > Tiền gửi tại NHNN Việt Nam,Tiền gửi tại NHNN Việt Nam,-,-,7.994.257,-,-,-,-,7.994.257,,,7994257.0,,,,,7994257.0
Tiền gửi tại và cho vay các TCTD khác - gộp,Tài sản > Tiền gửi tại và cho vay các TCTD khác - gộp,Tiền gửi tại và cho vay các TCTD khác - gộp,552,-,4.305.605,272.000,-,-,-,4.578.157,552.0,,4305605.0,272000.0,,,,4578157.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,-,-,-,105.624,-,-,-,105.624,,,,105624.0,,,,105624.0
Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,-,-,15.422,-,-,-,-,15.422,,,15422.0,,,,,15422.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,2.393.187,1.642.032,7.830.036,16.828.950,48.772.258,73.790.252,41.841.498,193.098.213,2393187.0,1642032.0,7830036.0,16828950.0,48772258.0,73790252.0,41841498.0,193098213.0
Hoạt động mua nợ - gộp,Tài sản > Hoạt động mua nợ - gộp,Hoạt động mua nợ - gộp,-,-,-,-,-,-,757.528,757.528,,,,,,,757528.0,757528.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,-,27.221.580,467.352,891.062,38.300.913,-,66.880.907,,,27221580.0,467352.0,891062.0,38300913.0,,66880907.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,-,-,-,-,-,3.806.662,3.806.662,,,,,,,3806662.0,3806662.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,7.364,317,14.246,433.704,6.885.059,7.340.690,,,7364.0,317.0,14246.0,433704.0,6885059.0,7340690.0
Tài sản có khác - gộp,Tài sản > Tài sản có khác - gộp,Tài sản có khác - gộp,1.182.215,-,5.244.328,776.482,2.196.028,10.333.366,24.690.284,44.422.703,1182215.0,,5244328.0,776482.0,2196028.0,10333366.0,24690284.0,44422703.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,3.575.954,1.642.032,58.077.811,18.450.725,51.873.594,122.858.235,77.981.031,334.459.382,3575954.0,1642032.0,58077811.0,18450725.0,51873594.0,122858235.0,77981031.0,334459382.0
