row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
TẢI SẢN,TẢI SẢN,TẢI SẢN,TẢI SẢN,TẢI SẢN,TẢI SẢN,,,
Tiền mặt và vàng,TẢI SẢN > Tiền mặt và vàng,Tiền mặt và vàng,5,5.459.219,6.402.244,5.0,5459219.0,6402244.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,TẢI SẢN > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,6,7.994.257,6.794.170,6.0,7994257.0,6794170.0
"Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác","TẢI SẢN > Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác","Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác",,4.577.605,4.623.072,,4577605.0,4623072.0
Tiền gửi tại các TCTD khác,TẢI SẢN > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,7.1,3.368.969,3.639.543,71.0,3368969.0,3639543.0
Cho vay các TCTD khác,TẢI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,7.2,1.209.188,984.081,72.0,1209188.0,984081.0
Dự phòng rủi ro,TẢI SẢN > Dự phòng rủi ro,Dự phòng rủi ro,12.1,(552),(552),121.0,-552.0,-552.0
Chứng khoán kinh doanh,TẢI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,8,89.891,95.334,8.0,89891.0,95334.0
Chứng khoán kinh doanh,TẢI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,,105.624,124.841,,105624.0,124841.0
Dự phòng rủi ro chứng khoán kinh doanh,TẢI SẢN > Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,(15.733),(29.507),,-15733.0,-29507.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TẢI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,9,15.422,-,9.0,15422.0,
Cho vay khách hàng,TẢI SẢN > Cho vay khách hàng,Cho vay khách hàng,,190.768.474,178.427.423,,190768474.0,178427423.0
Cho vay khách hàng,TẢI SẢN > Cho vay khách hàng,Cho vay khách hàng,10,193.098.213,180.592.870,10.0,193098213.0,180592870.0
Dự phòng rủi ro cho vay khách hàng,TẢI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,12.2,(2.329.739),(2.165.447),122.0,-2329739.0,-2165447.0
Hoạt động mua nợ,TẢI SẢN > Hoạt động mua nợ,Hoạt động mua nợ,11,751.748,-,11.0,751748.0,
Mua nợ,TẢI SẢN > Mua nợ,Mua nợ,,757.528,-,,757528.0,
Dự phòng rủi ro hoạt động mua nợ,TẢI SẢN > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,,(5.780),-,,-5780.0,
Chứng khoán đầu tư,TẢI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,13,65.032.587,39.677.509,13.0,65032587.0,39677509.0
Chứng khoán đầu tư sẵn sàng để bán,TẢI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,13.1,27.588.607,25.108.656,131.0,27588607.0,25108656.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TẢI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,13.2,39.292.300,16.148.253,132.0,39292300.0,16148253.0
Dự phòng rủi ro chứng khoán đầu tư,TẢI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,13.4,(1.848.320),(1.579.400),134.0,-1848320.0,-1579400.0
"Góp vốn, đầu tư dài hạn","TẢI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",,3.364.076,3.419.337,,3364076.0,3419337.0
