row_label_raw,row_label_full,Số dư đầu năm > Tăng từ sáp nhập Ngân hàng TMCP Phương Nam > Trích lập quỹ trong năm,Năm nayTriệu đồng > 73.765 > -,Năm trướcTriệu đồng > 51.476 > 525 > 272.755,numeric__Năm nayTriệu đồng > 73.765 > -,numeric__Năm trướcTriệu đồng > 51.476 > 525 > 272.755
Tăng khác,Tăng khác,Tăng khác,2,73,2.0,73.0
Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,(51.024),(251.064),-51024.0,-251064.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,22.743,73.765,22743.0,73765.0
