row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Phải thu nội bộ,Phải thu nội bộ,Phải thu nội bộ,1.457.046,1.249.159,1457046.0,1249159.0
Tạm ứng để hoạt động nghiệp vụ (i),Tạm ứng để hoạt động nghiệp vụ (i),Tạm ứng để hoạt động nghiệp vụ (i),1.020.996,1.007.087,1020996.0,1007087.0
Tạm ứng xây dựng tòa nhà FICO (ii),Tạm ứng xây dựng tòa nhà FICO (ii),Tạm ứng xây dựng tòa nhà FICO (ii),216.693,216.693,216693.0,216693.0
Tạm ứng quỹ khen thưởng phúc lợi (iii),Tạm ứng quỹ khen thưởng phúc lợi (iii),Tạm ứng quỹ khen thưởng phúc lợi (iii),195.659,-,195659.0,
Khác,Khác,Khác,23.698,25.379,23698.0,25379.0
Phải thu bên ngoài,Phải thu bên ngoài,Phải thu bên ngoài,15.009.754,15.435.968,15009754.0,15435968.0
Tài sản nhận cần trừ nợ (iv),Tài sản nhận cần trừ nợ (iv),Tài sản nhận cần trừ nợ (iv),7.918.782,8.537.949,7918782.0,8537949.0
Các khoản phải thu từ các hợp đồng mua và cam kết bán lại chứng khoán (v),Các khoản phải thu từ các hợp đồng mua và cam kết bán lại chứng khoán (v),Các khoản phải thu từ các hợp đồng mua và cam kết bán lại chứng khoán (v),4.512.308,4.524.532,4512308.0,4524532.0
Phải thu từ bán chứng khoán trả chậm (vii),Phải thu từ bán chứng khoán trả chậm (vii),Phải thu từ bán chứng khoán trả chậm (vii),762.630,771.872,762630.0,771872.0
Phải thu Công ty Cổ phần Vàng bạc đá quý,Phải thu Công ty Cổ phần Vàng bạc đá quý,Phải thu Công ty Cổ phần Vàng bạc đá quý,,,,
Phương Nam (vi),Phải thu Công ty Cổ phần Vàng bạc đá quý > Phương Nam (vi),Phương Nam (vi),503.639,503.639,503639.0,503639.0
Phải thu liên minh thể,Phải thu Công ty Cổ phần Vàng bạc đá quý > Phải thu liên minh thể,Phải thu liên minh thể,310.241,119.457,310241.0,119457.0
Tạm ứng thuế (Thuyết minh số 22),Phải thu Công ty Cổ phần Vàng bạc đá quý > Tạm ứng thuế (Thuyết minh số 22),Tạm ứng thuế (Thuyết minh số 22),238.364,226.774,238364.0,226774.0
Phải thu từ bán một phần tòa nhà FICO (viii),Phải thu Công ty Cổ phần Vàng bạc đá quý > Phải thu từ bán một phần tòa nhà FICO (viii),Phải thu từ bán một phần tòa nhà FICO (viii),158.204,158.204,158204.0,158204.0
Phải thu đặt cọc thuê văn phòng,Phải thu Công ty Cổ phần Vàng bạc đá quý > Phải thu đặt cọc thuê văn phòng,Phải thu đặt cọc thuê văn phòng,122.974,97.015,122974.0,97015.0
Phải thu lợi nhuận chi nhánh Lào (ix),Phải thu Công ty Cổ phần Vàng bạc đá quý > Phải thu lợi nhuận chi nhánh Lào (ix),Phải thu lợi nhuận chi nhánh Lào (ix),87.522,86.478,87522.0,86478.0
Phải thu liên quan đến hoạt độngchi trả kiểu hối,Phải thu Công ty Cổ phần Vàng bạc đá quý > Phải thu liên quan đến hoạt độngchi trả kiểu hối,Phải thu liên quan đến hoạt độngchi trả kiểu hối,70.909,70.048,70909.0,70048.0
Phải thu đầu tư vào Công ty Cổ phần Vàng bạc đá quỹ Phương Nam (x),Phải thu Công ty Cổ phần Vàng bạc đá quý > Phải thu đầu tư vào Công ty Cổ phần Vàng bạc đá quỹ Phương Nam (x),Phải thu đầu tư vào Công ty Cổ phần Vàng bạc đá quỹ Phương Nam (x),64.800,64.800,64800.0,64800.0
Phải thu tiền bán trái phiếu chuyển đổi củaCTCP Chứng khoán Ngân hàng Sài Gòn,Phải thu tiền bán trái phiếu chuyển đổi củaCTCP Chứng khoán Ngân hàng Sài Gòn,Phải thu tiền bán trái phiếu chuyển đổi củaCTCP Chứng khoán Ngân hàng Sài Gòn,,,,
Thương Tín,Phải thu tiền bán trái phiếu chuyển đổi củaCTCP Chứng khoán Ngân hàng Sài Gòn > Thương Tín,Thương Tín,41.000,41.000,41000.0,41000.0
Kỹ quỹ cho giao dịch tương lai hàng hóa,Phải thu tiền bán trái phiếu chuyển đổi củaCTCP Chứng khoán Ngân hàng Sài Gòn > Kỹ quỹ cho giao dịch tương lai hàng hóa,Kỹ quỹ cho giao dịch tương lai hàng hóa,35.571,36.301,35571.0,36301.0
Phải thu Ngân sách Nhà nước về hỗ trợ lãi suất,Phải thu tiền bán trái phiếu chuyển đổi củaCTCP Chứng khoán Ngân hàng Sài Gòn > Phải thu Ngân sách Nhà nước về hỗ trợ lãi suất,Phải thu Ngân sách Nhà nước về hỗ trợ lãi suất,27.535,27.535,27535.0,27535.0
Khác,Phải thu tiền bán trái phiếu chuyển đổi củaCTCP Chứng khoán Ngân hàng Sài Gòn > Khác,Khác,155.275,170.364,155275.0,170364.0
,,,16.466.800,16.685.127,16466800.0,16685127.0
