row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động kinh doanh ngoại hối,Thu nhập từ hoạt động kinh doanh ngoại hối,Thu nhập từ hoạt động kinh doanh ngoại hối,654.553,1.469.661,654553.0,1469661.0
Thu từ kinh doanh ngoại tệ giao ngay,Thu từ kinh doanh ngoại tệ giao ngay,Thu từ kinh doanh ngoại tệ giao ngay,344.304,269.125,344304.0,269125.0
Thu từ kinh doanh vàng,Thu từ kinh doanh vàng,Thu từ kinh doanh vàng,218.737,28.855,218737.0,28855.0
Thu từ các công cụ tài chính phải sinh tiền tệ,Thu từ các công cụ tài chính phải sinh tiền tệ,Thu từ các công cụ tài chính phải sinh tiền tệ,91.512,1.171.681,91512.0,1171681.0
Chi phí hoạt động kinh doanh ngoại hối,Chi phí hoạt động kinh doanh ngoại hối,Chi phí hoạt động kinh doanh ngoại hối,(401.536),(1.310.601),-401536.0,-1310601.0
Chi về các công cụ tài chính phải sinh tiền tệ,Chi về các công cụ tài chính phải sinh tiền tệ,Chi về các công cụ tài chính phải sinh tiền tệ,(152.298),(1.139.822),-152298.0,-1139822.0
Chi về kinh doanh ngoại tệ giao ngay,Chi về kinh doanh ngoại tệ giao ngay,Chi về kinh doanh ngoại tệ giao ngay,(31.633),(70.032),-31633.0,-70032.0
Chi về kinh doanh vàng,Chi về kinh doanh vàng,Chi về kinh doanh vàng,(17.858),(26.377),-17858.0,-26377.0
"Lỗ từ việc đánh giá lại ngoại tệ, vàng và công cụ tài chính","Lỗ từ việc đánh giá lại ngoại tệ, vàng và công cụ tài chính","Lỗ từ việc đánh giá lại ngoại tệ, vàng và công cụ tài chính",(199.747),(74.370),-199747.0,-74370.0
,,,253.017,159.060,253017.0,159060.0
