row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",105.825,72.632,105825.0,72632.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,2.927.015,2.672.702,2927015.0,2672702.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi lương và phụ cấp,Trong đó: > Chi lương và phụ cấp,Chi lương và phụ cấp,2.575.121,2.416.409,2575121.0,2416409.0
Các khoản chi đóng góp theo lương,Trong đó: > Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,262.344,206.865,262344.0,206865.0
Chi trợ cấp,Trong đó: > Chi trợ cấp,Chi trợ cấp,67.036,29.622,67036.0,29622.0
Chi trang phục,Trong đó: > Chi trang phục,Chi trang phục,22.514,19.806,22514.0,19806.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,1.197.679,1.086.620,1197679.0,1086620.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Khấu hao và hao mòn tài sản cố định(Thuyết minh số 15.1 và 15.2),Trong đó: > Khấu hao và hao mòn tài sản cố định(Thuyết minh số 15.1 và 15.2),Khấu hao và hao mòn tài sản cố định(Thuyết minh số 15.1 và 15.2),361.249,301.178,361249.0,301178.0
Chi phí hoạt động khác,Trong đó: > Chi phí hoạt động khác,Chi phí hoạt động khác,742.551,672.896,742551.0,672896.0
Trong đó:Công tác phí,Trong đó: > Trong đó:Công tác phí,Trong đó:Công tác phí,22.057,30.279,22057.0,30279.0
Chi nộp phí bảo hiểm tiền gửi của khách hàng,Trong đó: > Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,343.608,232.550,343608.0,232550.0
Chi phí dự phòng giảm giá đầu tư dài hạn(Thuyết minh số 14.3),Trong đó: > Chi phí dự phòng giảm giá đầu tư dài hạn(Thuyết minh số 14.3),Chi phí dự phòng giảm giá đầu tư dài hạn(Thuyết minh số 14.3),37.993,186.709,37993.0,186709.0
Chi phí dự phòng rủi ro tài sản có khác(Thuyết minh số 16.4),Trong đó: > Chi phí dự phòng rủi ro tài sản có khác(Thuyết minh số 16.4),Chi phí dự phòng rủi ro tài sản có khác(Thuyết minh số 16.4),44.003,8.589,44003.0,8589.0
,,,5.398.674,4.932.698,5398674.0,4932698.0
