row_label_raw,row_label_full,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2016,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)Triệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2016,Giá trị ghi số kế toán ròng (theo tỷ giá cuối năm) > Tài sảnTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2016,Giá trị ghi số kế toán ròng (theo tỷ giá cuối năm) > Nợ phải trảTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2016,numeric__Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)Triệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2016,numeric__Giá trị ghi số kế toán ròng (theo tỷ giá cuối năm) > Tài sảnTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2016,numeric__Giá trị ghi số kế toán ròng (theo tỷ giá cuối năm) > Nợ phải trảTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2016
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,1.295.812,4.265,-,1295812.0,4265.0,
Giao dịch hoàn đối tiền tệ,Giao dịch hoàn đối tiền tệ,Giao dịch hoàn đối tiền tệ,5.577.306,11.157,-,5577306.0,11157.0,
,,,6.873.118,15.422,-,6873118.0,15422.0,
Số thuần,Số thuần,Số thuần,,15.422,,,15422.0,
Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2015,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2015,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2015,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2015,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2015,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2015,,,
Giao dịch kỳ hạn tiền tệ,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2015 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,838.270,15.100,-,838270.0,15100.0,
Giao dịch hoàn đối tiền tệ,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2015 > Giao dịch hoàn đối tiền tệ,Giao dịch hoàn đối tiền tệ,4.535.596,-,37.953,4535596.0,,37953.0
,,,5.373.866,15.100,37.953,5373866.0,15100.0,37953.0
Số thuần,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2015 > Số thuần,Số thuần,,,22.853,,,22853.0
