row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,,
Vốn góp đầu năm,Vốn đầu tư của chủ sở hữu > Vốn góp đầu năm,Vốn góp đầu năm,1.307.984.320.000,1.307.984.320.000,1307984320000.0,1307984320000.0
Vốn góp tăng trong năm,Vốn đầu tư của chủ sở hữu > Vốn góp tăng trong năm,Vốn góp tăng trong năm,494.369.040.000,-,494369040000.0,
Vốn góp giảm trong năm,Vốn góp giảm trong năm,Vốn góp giảm trong năm,-,-,,
Vốn góp cuối năm,Vốn góp giảm trong năm > Vốn góp cuối năm,Vốn góp cuối năm,1.802.353.360.000,1.307.984.320.000,1802353360000.0,1307984320000.0
c) Cổ phiếu,c) Cổ phiếu,c) Cổ phiếu,c) Cổ phiếu,c) Cổ phiếu,,
,,,31/12/2015,01/01/2015,,
Số lượng cổ phiếu đăng ký phát hành,c) Cổ phiếu > Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,180.235.336,130.798.432,180235336.0,130798432.0
Số lượng cổ phiếu đã bán ra công chúng,c) Cổ phiếu > Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,180.235.336,130.798.432,180235336.0,130798432.0
- Cổ phiếu phổ thông,c) Cổ phiếu > - Cổ phiếu phổ thông,- Cổ phiếu phổ thông,180.235.336,130.798.432,180235336.0,130798432.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
Số lượng cổ phiếu mua lại,Số lượng cổ phiếu mua lại,Số lượng cổ phiếu mua lại,-,-,,
- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,-,-,,
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
Số lượng cổ phiếu đang lưu hành,- Cổ phiếu ưu đãi > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,180.235.336,130.798.432,180235336.0,130798432.0
- Cổ phiếu phổ thông,- Cổ phiếu ưu đãi > - Cổ phiếu phổ thông,- Cổ phiếu phổ thông,180.235.336,130.798.432,180235336.0,130798432.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
