row_label_raw,row_label_full,NỘI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,02 - 03,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,04 - 05,
BÁO CÁO TÀI CHÍNH ĐÃ ĐƯỢC KIỂM TOÁN,BÁO CÁO TÀI CHÍNH ĐÃ ĐƯỢC KIỂM TOÁN,BÁO CÁO TÀI CHÍNH ĐÃ ĐƯỢC KIỂM TOÁN,,
Bàng cản đối kế toán,Bàng cản đối kế toán,Bàng cản đối kế toán,06 - 09,
Báo cáo kết quả hoạt động kinh doanh,Bàng cản đối kế toán > Báo cáo kết quả hoạt động kinh doanh,Báo cáo kết quả hoạt động kinh doanh,10,10.0
Báo cáo lưu chuyển tiền tệ,Báo cáo lưu chuyển tiền tệ,Báo cáo lưu chuyển tiền tệ,11 - 12,
Bàn thuyết minh Báo cáo tài chính,Bàn thuyết minh Báo cáo tài chính,Bàn thuyết minh Báo cáo tài chính,13 - 45,
