row_label_raw,row_label_full,- Tổng giá trị cổ phiếu,31/12/2015 > Giá gốc > 11.064.360.000,31/12/2015 > Giá trị hợp lý > 8.831.880.000,31/12/2015 > Dự phòng > 2.232.480.000,01/01/2015 > Giá gốc > 21.762.360.000,01/01/2015 > Giá trị hợp lý > 12.362.360.000,01/01/2015 > Dự phòng > 9.400.000.000,numeric__31/12/2015 > Giá gốc > 11.064.360.000,numeric__31/12/2015 > Giá trị hợp lý > 8.831.880.000,numeric__31/12/2015 > Dự phòng > 2.232.480.000,numeric__01/01/2015 > Giá gốc > 21.762.360.000,numeric__01/01/2015 > Giá trị hợp lý > 12.362.360.000,numeric__01/01/2015 > Dự phòng > 9.400.000.000
+ Công ty CP chứng khoán phố,+ Công ty CP chứng khoán phố,+ Công ty CP chứng khoán phố,9.302.000.000,7.069.520.000,2.232.480.000,20.000.000.000,10.600.000.000,9.400.000.000,9302000000.0,7069520000.0,2232480000.0,20000000000.0,10600000000.0,9400000000.0
WALL (WSS),WALL (WSS),WALL (WSS),,,,,,,,,,,,
+ Cty CP Phân Lân Nung Chảy,WALL (WSS) > + Cty CP Phân Lân Nung Chảy,+ Cty CP Phân Lân Nung Chảy,1.762.360.000,1.762.360.000,-,1.762.360.000,1.762.360.000,-,1762360000.0,1762360000.0,,1762360000.0,1762360000.0,
Văn Điền (VAF),Văn Điền (VAF),Văn Điền (VAF),,,,,,,,,,,,
- Tổng giá trị trái phiếu,- Tổng giá trị trái phiếu,- Tổng giá trị trái phiếu,-,-,-,-,-,-,,,,,,
- Các khoản đầu tư khác,- Các khoản đầu tư khác,- Các khoản đầu tư khác,-,-,-,-,-,-,,,,,,
Cộng,- Các khoản đầu tư khác > Cộng,Cộng,11.064.360.000,8.831.880.000,2.232.480.000,21.762.360.000,12.362.360.000,9.400.000.000,11064360000.0,8831880000.0,2232480000.0,21762360000.0,12362360000.0,9400000000.0
