row_label_raw,row_label_full,Số cuối năm,Từ 01 nămtrở xuống > 177.406.147.656,Từ 01 nămđến 05 năm > -,Cộng > 177.320.023.156,numeric__Từ 01 nămtrở xuống > 177.406.147.656,numeric__Từ 01 nămđến 05 năm > -,numeric__Cộng > 177.320.023.156
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,37.083.463.046,-,37.083.463.046,37083463046.0,,37083463046.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,86.124.500,-,86.124.500,86124500.0,,86124500.0
Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,132.883.657.371,-,132.883.657.371,132883657371.0,,132883657371.0
Các khoản phải trả khác và chi phíphải trả,Các khoản phải trả khác và chi phíphải trả,Các khoản phải trả khác và chi phíphải trả,7.352.902.739,-,7.266.778.239,7352902739.0,,7266778239.0
Số đầu năm,Số đầu năm,Số đầu năm,142.914.387.089,92.434.312.980,235.348.700.069,142914387089.0,92434312980.0,235348700069.0
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,527.048.204,-,527.048.204,527048204.0,,527048204.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,85.281.958.500,-,85.281.958.500,85281958500.0,,85281958500.0
Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,52.800.000.000,-,52.800.000.000,52800000000.0,,52800000000.0
Các khoản phải trả khác và chi phíphải trả,Các khoản phải trả khác và chi phíphải trả,Các khoản phải trả khác và chi phíphải trả,4.305.380.385,92.434.312.980,96.739.693.365,4305380385.0,92434312980.0,96739693365.0
