row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Số cuối năm
a) Bất động sản đầu tư cho thuê,a) Bất động sản đầu tư cho thuê,a) Bất động sản đầu tư cho thuê,a) Bất động sản đầu tư cho thuê,a) Bất động sản đầu tư cho thuê,a) Bất động sản đầu tư cho thuê,a) Bất động sản đầu tư cho thuê,,,,
Nguyên giá,a) Bất động sản đầu tư cho thuê > Nguyên giá,Nguyên giá,11.211.821.819,-,-,11.211.821.819,11211821819.0,,,11211821819.0
Quyền sử dụng đất,a) Bất động sản đầu tư cho thuê > Quyền sử dụng đất,Quyền sử dụng đất,11.211.821.819,-,-,11.211.821.819,11211821819.0,,,11211821819.0
Nhà,Nhà,Nhà,-,-,-,-,,,,
Giá trị hao mòn luỹ kế,Nhà > Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,1.113.364.000,-,-,1.113.364.000,1113364000.0,,,1113364000.0
Quyền sử dụng đất,Nhà > Quyền sử dụng đất,Quyền sử dụng đất,1.113.364.000,-,-,1.113.364.000,1113364000.0,,,1113364000.0
Nhà,Nhà,Nhà,-,-,-,-,,,,
Giá trị còn lại,Nhà > Giá trị còn lại,Giá trị còn lại,10.098.457.819,-,-,10.098.457.819,10098457819.0,,,10098457819.0
Quyền sử dụng đất,Nhà > Quyền sử dụng đất,Quyền sử dụng đất,10.098.457.819,-,-,10.098.457.819,10098457819.0,,,10098457819.0
Nhà,Nhà,Nhà,-,-,-,-,,,,
