row_label_raw,row_label_full,col_0,Công ty con,Công ty liên doanh,Đầu tư dài hạn khác (Trình bày lại),Tổng,numeric__Công ty con,numeric__Công ty liên doanh,numeric__Đầu tư dài hạn khác (Trình bày lại),numeric__Tổng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Số dư tại ngày 01/01/2022,Số dư tại ngày 01/01/2022,Số dư tại ngày 01/01/2022,102.000,164.833,45.220,312.053,102000.0,164833.0,45220.0,312053.0
(Hoàn nhập)/Trích lập dự phòng trong năm 2022,(Hoàn nhập)/Trích lập dự phòng trong năm 2022,(Hoàn nhập)/Trích lập dự phòng trong năm 2022,-,(30.263),8.715,(21.548),,-30263.0,8715.0,-21548.0
Số dư tại ngày 31/12/2022 (Trình bày lại),Số dư tại ngày 31/12/2022 (Trình bày lại),Số dư tại ngày 31/12/2022 (Trình bày lại),102.000,134.570,53.935,290.505,102000.0,134570.0,53935.0,290505.0
(Hoàn nhập) dự phòng trong năm 2023,(Hoàn nhập) dự phòng trong năm 2023,(Hoàn nhập) dự phòng trong năm 2023,-,(17.752),(319),(18.071),,-17752.0,-319.0,-18071.0
Số dư tại ngày 31/12/2023,Số dư tại ngày 31/12/2023,Số dư tại ngày 31/12/2023,102.000,116.818,53.616,272.434,102000.0,116818.0,53616.0,272434.0
